moderator,level_contrast,instances_level_a,instances_level_b,outcome,condition_comparison,n_a,n_b,mean_a,mean_b,difference,ci_low,ci_high,permutation_p,welch_p,hedges_g,q_global,q_within_moderator
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,edit_l1,attribution - none,16,19,-0.018568588113942283,0.10377878392744659,-0.12234737204138887,-0.23066806642832965,-0.004811293333991932,0.0394,0.048630806986651266,-0.6538413003846143,0.9349732620320855,0.8280000000000001
pair_seen_in_training_group,novel_pair - seen_pair,12,8,cf_demo_cosine,counterfactual - attribution,27,16,0.04675672225491564,-0.05592254057536281,0.10267926283027845,0.011668325370687904,0.19664087170933714,0.04,0.037425931617118484,0.6650749385674742,0.9349732620320855,0.6925714285714285
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,target_centroid_progress,attribution - none,16,19,-0.08928541813625733,-0.17540925216833847,0.08612383403208114,0.0032346295859725822,0.16513245719961395,0.0432,0.05531342673549509,0.6854869694109592,0.9349732620320855,0.5628
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,target_centroid_progress,counterfactual - none,27,19,-0.09818241361828053,-0.17540925216833847,0.07722683855005794,0.01017539631858126,0.14971591893801175,0.0472,0.03658224427286039,0.5987802275182252,0.9349732620320855,0.5628
pair_seen_in_training_group,novel_pair - seen_pair,12,8,edit_l1,attribution - none,16,19,-0.09470973509998279,-0.029226356376912937,-0.06548337872306985,-0.1283017357412217,-0.006208763952522917,0.0512,0.05477412426494758,-0.6550357814094192,0.9349732620320855,0.6925714285714285
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,attribution_feature_overlap,attribution - none,16,19,-0.024131944444444445,0.04947786131996659,-0.07360980576441103,-0.15871455983709273,0.00612520885547193,0.0586,0.09336776098582814,-0.5631481593035358,0.9349732620320855,0.7128571428571429
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,cf_demo_feature_jaccard,attribution - none,16,19,-0.024131944444444445,0.04947786131996659,-0.07360980576441103,-0.15344572368421053,0.0077743838763575145,0.0678,0.09336776098582814,-0.5631481593035358,0.9349732620320855,0.7128571428571429
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,edit_l1,counterfactual - none,27,19,-0.08951464258854555,-0.16795801238933739,0.07844336980079183,-0.010999520378069772,0.17277525970412078,0.0934,0.11169232621730822,0.5087775025043095,0.9349732620320855,0.5628
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,boundary_new,attribution - none,16,19,-0.042873526344999996,-0.010017734567894739,-0.03285579177710526,-0.06963821130089966,0.0034536827402672473,0.0938,0.0913717744246053,-0.5622465307863331,0.9349732620320855,0.5628
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,boundary_improvement,attribution - none,16,19,-0.10765838892499999,-0.14051418070210525,0.032855791777105264,-0.005213438910422704,0.06923080203085608,0.0938,0.0913717744246053,0.5622465307863332,0.9349732620320855,0.5628
nearest_same_training_distance_bucket,far_training - near_training,10,10,boundary_improvement,counterfactual - attribution,27,16,-0.05604384535148147,-0.030175999064999993,-0.025867846286481477,-0.05231917700343055,-1.8091935178850506e-05,0.099,0.06622293926633327,-0.523542378311372,0.9349732620320855,0.8743448275862068
nearest_same_training_distance_bucket,far_training - near_training,10,10,boundary_new,counterfactual - attribution,27,16,-0.03308235115851852,-0.058950197445000005,0.025867846286481484,-0.0011024221683894578,0.05235254603520137,0.101,0.06622293926633317,0.5235423783113721,0.9349732620320855,0.8743448275862068
design_cluster_group,cluster_1 - cluster_2,10,10,target_centroid_progress,attribution - none,16,19,-0.03538921033384394,0.023302045220161605,-0.05869125555400555,-0.12399726084152812,0.00886006661339356,0.1076,0.10733578878203,-0.5489135362722591,0.9349732620320855,0.5838
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,target_centroid_progress,attribution - none,16,19,0.13743751654144937,0.20488161087642576,-0.06744409433497639,-0.14921135874010805,0.0138600212788902,0.1096,0.11953969496833056,-0.54665982331918,0.9349732620320855,0.7484347826086956
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,cf_demo_cosine,counterfactual - attribution,27,16,0.0657464760736504,-0.02927248285138806,0.09501895892503846,-0.0020832866114724063,0.20113650433411445,0.1114,0.08090414888295984,0.5093234457428877,0.9349732620320855,0.7128571428571429
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,edit_l1,counterfactual - none,27,19,0.06536715820298554,0.1317000174689679,-0.06633285926598236,-0.14967022479618577,0.013793144861064786,0.1162,0.11865345765796406,-0.4817605351692132,0.9349732620320855,0.7484347826086956
nearest_same_training_distance_bucket,far_training - near_training,10,10,target_centroid_progress,counterfactual - attribution,27,16,-0.010596819687752345,0.03545924238669812,-0.04605606207445047,-0.10380800229853478,0.013289294729207469,0.119,0.1338451130769786,-0.4885928788588991,0.9349732620320855,0.8743448275862068
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,attribution_feature_overlap,counterfactual - attribution,27,16,0.017098765432098765,0.09281249999999999,-0.07571373456790123,-0.1770769675925926,0.023399305555555392,0.1314,0.173687194983838,-0.46326685333124784,0.9349732620320855,0.7484347826086956
design_cluster_group,cluster_1 - cluster_2,10,10,target_centroid_progress,counterfactual - attribution,27,16,0.010356336603666956,-0.03538921033384394,0.0457455469375109,-0.01677498341362832,0.10447597858062115,0.1356,0.1612601108692764,0.4553752717990411,0.9349732620320855,0.5838
nearest_same_training_distance_bucket,far_training - near_training,10,10,edit_l1,attribution - none,16,19,0.026523157679790632,-0.03211980462996369,0.05864296230975432,-0.01585228289131099,0.13068906261828928,0.1374,0.1302276514132366,0.49397500238260367,0.9349732620320855,0.8743448275862068
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,cf_demo_feature_jaccard,counterfactual - attribution,27,16,0.017098765432098765,0.09281249999999999,-0.07571373456790123,-0.17571836419753084,0.018252989969135536,0.1432,0.173687194983838,-0.46326685333124784,0.9349732620320855,0.7484347826086956
control_empirical_difficulty_group,control_easy - control_hard,10,10,edit_l1,attribution - none,16,19,0.05846600781566063,0.00989918780565106,0.04856682001000957,-0.008799447065742141,0.10746682145447892,0.1432,0.13081617404852447,0.5044399549282735,0.9349732620320855,0.9362
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,cf_demo_feature_jaccard,counterfactual - none,27,19,0.006975308641975303,-0.0574561403508772,0.0644314489928525,-0.021438271604938285,0.14906700779727095,0.144,0.15849416820035234,0.4318955721033062,0.9349732620320855,0.6368571428571429
control_empirical_difficulty_group,control_easy - control_hard,10,10,edit_l1,counterfactual - attribution,27,16,-0.0015149845306196305,0.05846600781566063,-0.05998099234628026,-0.12979366841609818,0.010452764892161964,0.1472,0.10899338430554567,-0.43782449918841787,0.9349732620320855,0.9362
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,attribution_feature_overlap,counterfactual - none,27,19,0.006975308641975303,-0.0574561403508772,0.0644314489928525,-0.0168898635477583,0.14852867121507468,0.1486,0.15849416820035234,0.4318955721033062,0.9349732620320855,0.6368571428571429
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,cf_demo_cosine,counterfactual - none,27,19,-0.006944225241659783,-0.11903882316246062,0.11209459792080083,-0.03453050551883824,0.26406339131268686,0.153,0.16712194716974615,0.4052391538012954,0.9349732620320855,0.8280000000000001
exogenous_geometry_k2,geometry_1 - geometry_2,15,5,edit_l1,attribution - none,16,19,-0.047566439940793764,-0.18391971212586772,0.13635327218507395,-0.023737061685622028,0.3153293325897164,0.155,0.15425119176120258,0.4594504026648145,0.9349732620320855,0.9566
control_empirical_difficulty_group,control_easy - control_hard,10,10,boundary_improvement,counterfactual - none,27,19,-0.034499107240370364,-0.01504551003157894,-0.019453597208791425,-0.04342985595174073,0.0037241953284663453,0.1592,0.128854607241192,-0.4252310841255378,0.9349732620320855,0.9362
target_label_group,Diabetes - No Diabetes,10,10,edit_l1,attribution - none,16,19,-0.02880620727751689,0.08697264861595212,-0.11577885589346901,-0.265276329382653,0.02886303271902816,0.1594,0.14747815895040242,-0.4735459469836153,0.9349732620320855,0.9766
control_empirical_difficulty_group,control_easy - control_hard,10,10,boundary_new,counterfactual - none,27,19,-0.03449184468962962,-0.05394544189842105,0.01945359720879143,-0.0044402322669444515,0.04389873528605409,0.16,0.12885460724119202,0.42523108412553784,0.9349732620320855,0.9362
design_cluster_group,cluster_1 - cluster_2,10,10,boundary_new,counterfactual - attribution,27,16,0.04231380159703703,0.0632514084275,-0.020937606830462974,-0.04932124237623323,0.006304568680604138,0.1684,0.15942985524878317,-0.42583730508970674,0.9349732620320855,0.5838
pair_seen_in_training_group,novel_pair - seen_pair,12,8,target_centroid_progress,attribution - none,16,19,-0.09393033647968968,-0.14028242108192115,0.046352084602231475,-0.015118903124151001,0.10914799637624646,0.1716,0.1722505126281217,0.4577884334502599,0.9349732620320855,0.6925714285714285
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,edit_l1,attribution - none,16,19,-0.06412895553267722,-0.029637305189622435,-0.03449165034305479,-0.07873956092148761,0.011926776591550461,0.172,0.16971667260468995,-0.4684724428051378,0.9349732620320855,0.7128571428571429
design_cluster_group,cluster_1 - cluster_2,10,10,boundary_improvement,attribution - none,16,19,0.06881055518250001,0.09151906262631578,-0.022708507443815765,-0.0545601008353232,0.008870703220202267,0.1782,0.18740427185210842,-0.4360511736159481,0.9349732620320855,0.5838
design_cluster_group,cluster_1 - cluster_2,10,10,boundary_new,attribution - none,16,19,0.0632514084275,0.0405429009836842,0.0227085074438158,-0.009325821966608541,0.05385415322555837,0.1798,0.1874042718521077,0.4360511736159487,0.9349732620320855,0.5838
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,target_centroid_progress,counterfactual - none,27,19,0.16098521019171305,0.20488161087642576,-0.043896400684712705,-0.10371720360609907,0.017347412923721838,0.181,0.18126930404437383,-0.3928704093688161,0.9349732620320855,0.7484347826086956
design_cluster_group,cluster_1 - cluster_2,10,10,boundary_improvement,counterfactual - attribution,27,16,0.08974816201296296,0.06881055518250001,0.020937606830462946,-0.006990351294728016,0.049885006615354104,0.1864,0.1594298552487838,0.42583730508970624,0.9349732620320855,0.5838
pair_seen_in_training_group,novel_pair - seen_pair,12,8,cf_demo_cosine,counterfactual - none,27,19,0.04675672225491564,-0.009337866728335021,0.05609458898325066,-0.0194571065431921,0.12880436165310738,0.1866,0.16228191622917684,0.3972554626551126,0.9349732620320855,0.6925714285714285
pair_seen_in_training_group,novel_pair - seen_pair,12,8,boundary_new,counterfactual - attribution,27,16,-0.012316575255555557,0.004596600130208334,-0.016913175385763892,-0.03948547225201678,0.00550829360053047,0.1892,0.153019776557244,-0.41443868089618024,0.9349732620320855,0.6925714285714285
design_cluster_group,cluster_1 - cluster_2,10,10,attribution_feature_overlap,counterfactual - none,27,19,0.006234567901234562,0.10692982456140349,-0.10069525666016893,-0.2477307504873294,0.04773659844054582,0.1916,0.1828789821023189,-0.3934145955624111,0.9349732620320855,0.5838
design_cluster_group,cluster_1 - cluster_2,10,10,success,counterfactual - attribution,27,16,-0.037037037037037035,0.037500000000000006,-0.07453703703703704,-0.16666666666666669,0.024774305555555508,0.1926,0.13967188340157274,-0.4386880846227179,0.9349732620320855,0.5838
design_cluster_group,cluster_1 - cluster_2,10,10,target_helpful_shap,attribution - none,16,19,0.0815190771095625,0.036041600985789485,0.04547747612377301,-0.016657045851936697,0.10999395322581049,0.1928,0.18831604333423324,0.4413650096420492,0.9349732620320855,0.5838
design_cluster_group,cluster_1 - cluster_2,10,10,cf_demo_feature_jaccard,counterfactual - none,27,19,0.006234567901234562,0.10692982456140349,-0.10069525666016893,-0.2453033625730994,0.045100064977257825,0.1946,0.1828789821023189,-0.3934145955624111,0.9349732620320855,0.5838
exogenous_geometry_k2,geometry_1 - geometry_2,15,5,boundary_new,attribution - none,16,19,-0.09157955369333333,-0.054054113041052634,-0.037525440652280695,-0.09152360351965678,0.018298606659300446,0.1988,0.21351740557109566,-0.4106470439005125,0.9349732620320855,0.9566
pair_seen_in_training_group,novel_pair - seen_pair,12,8,boundary_improvement,counterfactual - attribution,27,16,0.009889423830555558,-0.007023751555208336,0.016913175385763896,-0.005871729792784043,0.0382346752413722,0.2,0.1530197765572439,0.4144386808961803,0.9349732620320855,0.6925714285714285
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,target_helpful_shap,attribution - none,16,19,0.010032798593312516,-0.025775734105789466,0.03580853269910198,-0.01367489108277278,0.08670347332084316,0.2018,0.1809311111503148,0.43732874826176105,0.9349732620320855,0.7484347826086956
exogenous_geometry_k2,geometry_1 - geometry_2,15,5,boundary_improvement,attribution - none,16,19,-0.10533671711333334,-0.14286215776561403,0.037525440652280695,-0.015319244474999444,0.09417496585696754,0.2038,0.21351740557109578,0.41064704390051254,0.9349732620320855,0.9566
exogenous_geometry_k2,geometry_1 - geometry_2,15,5,boundary_improvement,counterfactual - attribution,27,16,-0.13785250418987655,-0.10533671711333334,-0.03251578707654321,-0.0781552504185841,0.011766786256911209,0.2076,0.19296598247502733,-0.4031485938629232,0.9349732620320855,0.9566
exogenous_geometry_k2,geometry_1 - geometry_2,15,5,boundary_new,counterfactual - attribution,27,16,-0.05906376661679013,-0.09157955369333333,0.0325157870765432,-0.012809940007658591,0.08177071491383522,0.2088,0.1929659824750275,0.4031485938629231,0.9349732620320855,0.9566
target_label_group,Diabetes - No Diabetes,10,10,boundary_improvement,attribution - none,16,19,0.040970602635,0.06694770919894737,-0.025977106563947368,-0.06596982985326892,0.009335127958591274,0.2102,0.21721205624773127,-0.40492927216870994,0.9349732620320855,0.9766
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,target_helpful_shap,attribution - none,16,19,-0.056515420394562504,-0.007203858851052642,-0.049311561543509866,-0.1210820574520963,0.024237436333391434,0.2108,0.209705231062616,-0.4187037547508198,0.9349732620320855,0.7026
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,cf_demo_cosine,counterfactual - attribution,27,16,-0.006944225241659783,-0.11049604951980645,0.10355182427814666,-0.040981127923759866,0.2546389340315511,0.2108,0.17992200238220696,0.3914500836866004,0.9349732620320855,0.8280000000000001
target_label_group,Diabetes - No Diabetes,10,10,boundary_new,attribution - none,16,19,0.033227965015,0.0072508584510526325,0.025977106563947368,-0.011387177602714642,0.0650576847151176,0.2152,0.21721205624773127,0.40492927216870994,0.9349732620320855,0.9766
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,boundary_new,counterfactual - attribution,27,16,0.028944976976296295,0.045254287285,-0.016309310308703705,-0.038677200593811925,0.007847737362325777,0.2172,0.21237550201118688,-0.395096233139303,0.9349732620320855,0.7484347826086956
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,edit_l1,counterfactual - none,27,19,0.02273783329060705,0.10377878392744659,-0.08104095063683954,-0.21194825623217253,0.037862516123842074,0.221,0.2169287115219,-0.3703772630288393,0.9349732620320855,0.8280000000000001
pair_seen_in_training_group,novel_pair - seen_pair,12,8,cf_demo_cosine,attribution - none,16,19,-0.05592254057536281,-0.009337866728335021,-0.04658467384702779,-0.1379616478229527,0.039807529490703174,0.2212,0.3121683056543076,-0.3490247040955474,0.9349732620320855,0.6925714285714285
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,success,attribution - none,16,19,-0.38725490196078427,-0.27244582043343657,-0.1148090815273477,-0.28238357843137263,0.08050825593395239,0.2228,0.23380219456085566,-0.41124512448336953,0.9349732620320855,0.8280000000000001
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,boundary_improvement,counterfactual - none,27,19,-0.12095643362555554,-0.14051418070210525,0.01955774707654971,-0.0140729130918772,0.05078929784788404,0.2276,0.2616329958822866,0.3568326672936637,0.9349732620320855,0.7026
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,boundary_improvement,counterfactual - attribution,27,16,0.1136060948537037,0.09729678454499999,0.01630931030870371,-0.008369380339875566,0.040033376433893514,0.2284,0.2123755020111869,0.395096233139303,0.9349732620320855,0.7484347826086956
original_boundary_distance_bucket,closer_original_boundary - farther_original_boundary,10,10,boundary_new,counterfactual - none,27,19,-0.02957548164444444,-0.010017734567894739,-0.0195577470765497,-0.0513416760016959,0.013044296370120834,0.2342,0.26163299588228667,-0.3568326672936635,0.9349732620320855,0.7026
pair_seen_in_training_group,novel_pair - seen_pair,12,8,boundary_new,counterfactual - none,27,19,-0.012316575255555557,0.0023364962638157865,-0.014653071519371345,-0.037654993935830695,0.00868902241750366,0.2448,0.24486624491677672,-0.34023239729885796,0.9349732620320855,0.6925714285714285
nearest_same_training_distance_bucket,far_training - near_training,10,10,target_centroid_progress,attribution - none,16,19,0.03545924238669812,-0.003944313057920524,0.03940355544461864,-0.029171127149073422,0.10439627263604423,0.255,0.26617937413729,0.3716445186784084,0.9349732620320855,0.8743448275862068
pair_seen_in_training_group,novel_pair - seen_pair,12,8,boundary_improvement,counterfactual - none,27,19,0.009889423830555558,-0.004763647688815787,0.014653071519371345,-0.009542084570780944,0.03847946951771138,0.2554,0.24486624491677672,0.34023239729885796,0.9349732620320855,0.6925714285714285
pair_seen_in_training_group,novel_pair - seen_pair,12,8,cf_demo_feature_jaccard,counterfactual - attribution,27,16,0.012397119341563779,-0.032204861111111094,0.04460198045267487,-0.03617545171039096,0.11534967367541131,0.26,0.26366542764546164,0.34794955800006394,0.9349732620320855,0.6925714285714285
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,cf_demo_feature_jaccard,counterfactual - attribution,27,16,-0.03925199709513435,-0.08919526143790849,0.04994326434277414,-0.04184566766521427,0.13009994931614607,0.2608,0.2788394519211102,0.3536380085660538,0.9349732620320855,0.8280000000000001
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,attribution_feature_overlap,counterfactual - attribution,27,16,-0.03925199709513435,-0.08919526143790849,0.04994326434277414,-0.03270120355240863,0.12959990014524325,0.2616,0.2788394519211102,0.3536380085660538,0.9349732620320855,0.8280000000000001
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,confidence_gain,attribution - none,16,19,-0.4139880117934249,-0.32278816729018756,-0.09119984450323737,-0.2387213437053276,0.06776928741723878,0.262,0.27725528008636524,-0.37183375161078003,0.9349732620320855,0.8280000000000001
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,cf_demo_feature_jaccard,counterfactual - none,27,19,0.004894179894179895,0.04947786131996659,-0.0445836814257867,-0.11831304727869055,0.031679488072031935,0.2626,0.26834427219748863,-0.3375486103890032,0.9349732620320855,0.7128571428571429
target_label_group,Diabetes - No Diabetes,10,10,success,counterfactual - attribution,27,16,-0.2814814814814815,-0.4125,0.13101851851851848,-0.05928240740740738,0.3402951388888888,0.2638,0.2166322881206884,0.35377557233644874,0.9349732620320855,0.9766
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,target_centroid_progress,attribution - none,16,19,-0.10488038264417993,-0.13647869174987534,0.031598309105695416,-0.02084413216941824,0.08317604100061701,0.2648,0.2588866431075947,0.3686438579051395,0.9349732620320855,0.7128571428571429
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,attribution_feature_overlap,counterfactual - none,27,19,0.004894179894179895,0.04947786131996659,-0.0445836814257867,-0.12255782202419631,0.02495563755066673,0.2656,0.26834427219748863,-0.3375486103890032,0.9349732620320855,0.7128571428571429
pair_seen_in_training_group,novel_pair - seen_pair,12,8,attribution_feature_overlap,counterfactual - attribution,27,16,0.012397119341563779,-0.032204861111111094,0.04460198045267487,-0.03364623521090536,0.11761437435699584,0.272,0.26366542764546164,0.34794955800006394,0.9349732620320855,0.6925714285714285
target_label_group,Diabetes - No Diabetes,10,10,confidence_gain,counterfactual - attribution,27,16,-0.28070529584250703,-0.4025472070881057,0.12184191124559868,-0.05491034133501968,0.314160638946844,0.2736,0.22970070853367514,0.3426918712075217,0.9349732620320855,0.9766
control_empirical_difficulty_group,control_easy - control_hard,10,10,target_helpful_shap,counterfactual - attribution,27,16,-0.010288779291111107,0.0356431237516875,-0.04593190304279861,-0.11970020054551331,0.022510839822043882,0.2758,0.23076924499570725,-0.34910585787126325,0.9349732620320855,0.9362
control_empirical_difficulty_group,control_easy - control_hard,10,10,boundary_improvement,counterfactual - attribution,27,16,-0.034499107240370364,-0.018844368036249996,-0.015654739204120367,-0.038990151609421306,0.007038498342809015,0.2804,0.20126259870862542,-0.3485553180493246,0.9349732620320855,0.9362
nearest_same_training_distance_bucket,far_training - near_training,10,10,cf_demo_cosine,attribution - none,16,19,0.018648507553479472,-0.0685627844255792,0.08721129197905866,-0.07438177244848779,0.23812433125024912,0.285,0.290231907303942,0.3583841506963907,0.9349732620320855,0.8743448275862068
control_empirical_difficulty_group,control_easy - control_hard,10,10,boundary_new,counterfactual - attribution,27,16,-0.03449184468962962,-0.05014658389375,0.01565473920412038,-0.006172098929781254,0.04005423549333446,0.2856,0.20126259870862503,0.34855531804932494,0.9349732620320855,0.9362
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,cf_demo_cosine,counterfactual - none,27,19,0.0657464760736504,0.003778713499267343,0.06196776257438306,-0.037968511168247246,0.16604816298443503,0.286,0.2603284377198607,0.3240250098877694,0.9349732620320855,0.7128571428571429
exogenous_geometry_k2,geometry_1 - geometry_2,15,5,edit_l1,counterfactual - none,27,19,-0.06845452747936916,-0.18391971212586772,0.11546518464649856,-0.08225320582392315,0.31700569579620946,0.2898,0.29437407140119376,0.31227257380416196,0.9349732620320855,0.9566
oracle_pair_uses_age_group,age_pair - no_age_pair,3,17,confidence_gain,counterfactual - attribution,27,16,-0.3220702501919368,-0.4139880117934249,0.09191776160148812,-0.07402238031606567,0.25015819971449316,0.2996,0.28192315684770036,0.3321705125214224,0.9349732620320855,0.8280000000000001
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,cf_demo_feature_jaccard,counterfactual - none,27,19,0.017098765432098765,0.06096491228070176,-0.04386614684860299,-0.12479069200779726,0.035888807667316405,0.3046,0.29270962778615844,-0.30948227699234365,0.9349732620320855,0.7484347826086956
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,attribution_feature_overlap,counterfactual - none,27,19,0.017098765432098765,0.06096491228070176,-0.04386614684860299,-0.1285099902534113,0.03296751137102011,0.3046,0.29270962778615844,-0.30948227699234365,0.9349732620320855,0.7484347826086956
pair_seen_in_training_group,novel_pair - seen_pair,12,8,target_helpful_shap,attribution - none,16,19,-0.0493347565965104,-0.0013009266598684119,-0.048033829936641986,-0.14041992396248945,0.03314974965500979,0.306,0.28221498741167567,-0.35380956463338886,0.9349732620320855,0.6925714285714285
design_cluster_group,cluster_1 - cluster_2,10,10,cf_demo_cosine,attribution - none,16,19,0.06868713312509235,0.1707759397703458,-0.10208880664525345,-0.2881238770126203,0.07412127512208865,0.307,0.2969165978895194,-0.3545438581286389,0.9349732620320855,0.66225
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,success,counterfactual - none,27,19,-0.1037037037037037,-0.15789473684210528,0.05419103313840158,-0.043884015594541935,0.1524463937621832,0.307,0.29447686217644303,0.30798192486808157,0.9349732620320855,0.7484347826086956
pair_seen_in_training_group,novel_pair - seen_pair,12,8,edit_l1,counterfactual - attribution,27,16,-0.058051030987612065,-0.09470973509998279,0.036658704112370724,-0.028515123292433418,0.10236487074749966,0.3104,0.2774553985947221,0.31668236865497484,0.9349732620320855,0.6925714285714285
design_cluster_group,cluster_1 - cluster_2,10,10,attribution_feature_overlap,attribution - none,16,19,0.024062499999999997,0.10692982456140349,-0.08286732456140349,-0.22967982456140354,0.07045915570175415,0.317,0.32384683233464195,-0.3330643175995072,0.9349732620320855,0.66225
design_cluster_group,cluster_1 - cluster_2,10,10,cf_demo_feature_jaccard,attribution - none,16,19,0.024062499999999997,0.10692982456140349,-0.08286732456140349,-0.2346444627192982,0.07502741228070173,0.3174,0.32384683233464195,-0.3330643175995072,0.9349732620320855,0.66225
pair_seen_in_training_group,novel_pair - seen_pair,12,8,target_centroid_progress,counterfactual - none,27,19,-0.10407278667080133,-0.14028242108192115,0.03620963441111982,-0.028838489932129296,0.10425979558586378,0.3232,0.30721298814550485,0.29127670968263625,0.9349732620320855,0.6925714285714285
target_label_group,Diabetes - No Diabetes,10,10,boundary_new,counterfactual - attribution,27,16,0.014339810048888887,0.033227965015,-0.018888154966111112,-0.05277639081207061,0.013626269507715243,0.3234,0.2902317209598933,-0.3114992998999225,0.9349732620320855,0.9766
nearest_same_training_distance_bucket,far_training - near_training,10,10,boundary_new,attribution - none,16,19,-0.058950197445000005,-0.045699265480526316,-0.013250931964473689,-0.03953255987938157,0.014712448363068245,0.327,0.35198351032450115,-0.3048508956995074,0.9349732620320855,0.8743448275862068
target_label_group,Diabetes - No Diabetes,10,10,boundary_improvement,counterfactual - attribution,27,16,0.05985875760111111,0.040970602635,0.018888154966111112,-0.015502554702038202,0.050907235248990726,0.3274,0.2902317209598933,0.3114992998999225,0.9349732620320855,0.9766
control_empirical_difficulty_group,control_easy - control_hard,10,10,target_centroid_progress,counterfactual - attribution,27,16,-0.049538222776421954,-0.012754623601006829,-0.03678359917541513,-0.10156324654397156,0.029762459843189946,0.3294,0.2731615908032887,-0.31413705310280576,0.9349732620320855,0.9362
nearest_same_training_distance_bucket,far_training - near_training,10,10,boundary_improvement,attribution - none,16,19,-0.030175999064999993,-0.04342693102947368,0.013250931964473689,-0.014514905848211348,0.03816701604573352,0.3304,0.35198351032450115,0.30485089569950735,0.9349732620320855,0.8743448275862068
design_cluster_group,cluster_1 - cluster_2,10,10,success,attribution - none,16,19,0.037500000000000006,-0.02105263157894736,0.05855263157894737,-0.05164473684210526,0.1713980263157894,0.3344,0.31714017479629475,0.3271745320219411,0.9349732620320855,0.66225
nearest_demo_pair_match_group,pair_differs_from_nearest_demo - pair_matches_nearest_demo,14,6,target_centroid_progress,counterfactual - attribution,27,16,-0.13259254319055222,-0.10488038264417993,-0.027712160546372294,-0.07728789309261776,0.02058983010609282,0.3354,0.2828639873778576,-0.30156280992073037,0.9349732620320855,0.7128571428571429
target_label_group,Diabetes - No Diabetes,10,10,success,attribution - none,16,19,-0.4125,-0.29473684210526313,-0.11776315789473685,-0.33455592105263154,0.09509868421052609,0.3372,0.31329693856763374,-0.329394005365006,0.9349732620320855,0.9766
prediction_confidence_bucket,higher_confidence - lower_confidence,10,10,edit_l1,attribution - none,16,19,0.09438325542566808,0.1317000174689679,-0.03731676204329981,-0.11196690716483496,0.03878371859442738,0.3392,0.33803934884846343,-0.3069746254922474,0.9349732620320855,0.7484347826086956
design_cluster_group,cluster_1 - cluster_2,10,10,edit_l1,attribution - none,16,19,0.032219538939196865,0.07435760272849738,-0.04213806378930052,-0.11925152595331588,0.02949131361290739,0.3414,0.31061045815806976,-0.3290156469829941,0.9349732620320855,0.66225
