participant,domain,xai,testing cases,model family,k,eta,alpha,rho,lambda,beta,age actionable,immutable index,in-sample loss,in-sample selection_f1,in-sample amount_mae,in-sample direction_accuracy,in-sample selection_nll,5-fold CV loss,5-fold CV selection_f1,5-fold CV amount_mae,5-fold CV direction_accuracy,5-fold CV selection_nll,selected family by CV
R_7NDOTmN9jbLS3Fq,diabetes,attribution,20,feature contribution,observed per instance,0.5,1.0,1.5,nan,nan,0,4,0.3010976121056446,0.7355451336954217,0.337740357906711,1.0,0.8357861518916548,0.3093169667131785,0.7231690221330298,0.34180295555938683,1.0,0.8699085534652052,1
R_7NDOTmN9jbLS3Fq,diabetes,attribution,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,0.0,0,4,0.33638060268155684,0.6016217549611211,0.2743829603242347,0.8541666666666666,1.138086845330784,0.3363806026815568,0.6016217549611211,0.27438296032423476,0.8541666666666666,1.138086845330784,0
R_7PPDn8J2Th04jwl,diabetes,counterfactual,20,feature contribution,observed per instance,0.0,1.0,1.5,nan,nan,0,4,0.3272491464871037,0.6851273342157836,0.339625627189991,1.0,0.9630027933256482,0.3475464223886629,0.659752787123993,0.3548456319013187,1.0,1.015318821521858,1
R_7PPDn8J2Th04jwl,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,1.0,0,4,0.3836128010943178,0.6048786389990551,0.3721042411876907,0.7666666666666666,1.352879141849444,0.3843070551228057,0.603159442469287,0.3717735527148983,0.7666666666666666,1.3698029158972083,0
R_7PppHnKsPWMhHua,diabetes,counterfactual,20,feature contribution,observed per instance,1.0,0.0,1.5,nan,nan,1,4,0.2796797974941783,0.7252351130235842,0.28459470801194087,1.0,1.3885857291479549,0.2796797974941783,0.7252351130235841,0.28459470801194087,1.0,1.3885857291479549,1
R_7PppHnKsPWMhHua,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,1.5,2.0,1.0,1,4,0.35188340591162337,0.6274622636956222,0.33122907551886893,0.7691666666666667,2.1091868441163713,0.363153362816864,0.6004899093193447,0.32679663495307265,0.7441666666666666,2.359823540729246,0
R_7e3EuifgObjNXJm,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,0,4,0.32073936817281007,0.5173742441693683,0.15885298051498847,0.775,1.2606382529528366,0.3207393681728101,0.5173742441693683,0.15885298051498847,0.775,1.2606382529528366,1
R_7e3EuifgObjNXJm,diabetes,none,20,weighted examples,observed per instance,0.0,nan,0.5,6.0,0.0,0,4,0.3346922764322049,0.4598523322825758,0.1292368851469857,0.8333333333333333,1.5956589529492404,0.3401765351637104,0.44681834883568056,0.12717141916310143,0.8333333333333333,1.719186912667233,0
R_7iwBjEgQvGNOP4l,diabetes,none,20,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,4,0.35422974157775733,0.49253837506767517,0.20099785822318986,0.8791666666666667,2.1535152334398813,0.36952892118608915,0.49253837506767517,0.23159621743985337,0.8791666666666667,2.1535152334398804,0
R_7iwBjEgQvGNOP4l,diabetes,none,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,1,4,0.3144536316448592,0.5067633193567697,0.13567058264648799,0.9208333333333332,2.1114588693370644,0.3144536316448592,0.5067633193567695,0.13567058264648799,0.9208333333333332,2.1114588693370644,1
R_7kHwLYEKytNtFsY,diabetes,counterfactual,20,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,4,0.3296560352977453,0.4930999827997895,0.15241205339528002,0.5,2.372643886533298,0.33483381094388587,0.48274443150750823,0.15241205339528,0.5,2.5432448842749102,0
R_7kHwLYEKytNtFsY,diabetes,counterfactual,20,weighted examples,observed per instance,0.0,nan,0.5,0.0,0.0,1,4,0.2996279511561184,0.5182131724065109,0.11746907471874757,0.75,2.2278895924087787,0.2996279511561184,0.5182131724065109,0.11746907471874757,0.75,2.2278895924087783,1
R_7m6pHZPK4Sqdz6p,housing,counterfactual,10,feature contribution,observed per instance,0.0,0.0,0.5,nan,nan,1,-1,0.34926173041007824,0.5404612261657737,0.23898468698593017,0.6833333333333333,2.3066782441981397,0.36660544746070606,0.5165526937985501,0.2497635887199623,0.6833333333333333,2.473532002616352,0
R_7m6pHZPK4Sqdz6p,housing,counterfactual,10,weighted examples,observed per instance,1.0,nan,1.0,6.0,0.5,1,-1,0.3070981954692592,0.5635943929893681,0.17779078392788655,1.0,2.089155442732627,0.3213481816927023,0.5516414687506013,0.19433783213600608,1.0,2.225291987182201,1
R_7o6kIdn4EaINkfo,housing,attribution,20,feature contribution,observed per instance,0.0,1.0,0.5,nan,nan,1,-1,0.54666111492367,0.42429548363423975,0.5176177134815796,0.39999999999999997,2.2905650154678785,0.5466611149236699,0.42429548363423975,0.5176177134815795,0.4,2.290565015467878,1
R_7o6kIdn4EaINkfo,housing,attribution,20,weighted examples,observed per instance,0.0,nan,1.0,0.0,0.0,1,-1,0.4999169218207461,0.44563490641860887,0.44546875006010095,0.7333333333333333,2.3171518347474906,0.5037750341889279,0.44563490641860887,0.4531849747964646,0.7333333333333333,2.3171518347474906,0
R_7oigZfUmLeZhBs7,safelimit,attribution,10,feature contribution,observed per instance,1.0,1.0,1.0,nan,nan,0,3,0.4392736887252703,0.39065366012513925,0.2692010375756798,0.65,1.2463890284139159,0.49187515869340775,0.3474033690845131,0.3311536864713286,0.65,1.4803024076269715,1
R_7oigZfUmLeZhBs7,safelimit,attribution,10,weighted examples,observed per instance,0.0,nan,1.0,2.0,0.0,0,3,0.5386467294440563,0.2845518482709874,0.36184530715909996,0.55,1.8144538241077932,0.5685043498955584,0.24337369874347803,0.3803823985345949,0.55,1.9788991169561583,0
R_7ouaHYEFOkTbFrn,housing,counterfactual,10,feature contribution,observed per instance,0.0,0.5,1.5,nan,nan,1,-1,0.34260780367550286,0.5680140035780543,0.25322961092906,0.9666666666666666,1.458916216720288,0.353835484974932,0.5680140035780542,0.2756849735279183,0.9666666666666666,1.4589162167202883,1
R_7ouaHYEFOkTbFrn,housing,counterfactual,10,weighted examples,observed per instance,0.0,nan,1.5,2.0,0.5,1,-1,0.3413481606055749,0.5077380576422579,0.19043437885340755,1.0,1.6248269646858369,0.3413481606055748,0.5077380576422579,0.19043437885340758,1.0,1.6248269646858369,0
R_7rMsMTKGzMUtNfr,housing,attribution,20,feature contribution,observed per instance,0.0,0.0,1.5,nan,nan,1,-1,0.4642708200390221,0.29538443090441013,0.2239260709824546,0.8800000000000001,1.689784720934174,0.46406699255727013,0.29577458296592346,0.22390856808046364,0.8800000000000001,1.6994336438956434,0
R_7rMsMTKGzMUtNfr,housing,attribution,20,weighted examples,observed per instance,0.0,nan,1.5,0.0,0.0,1,-1,0.4391565131493584,0.36790349845598025,0.24621652475469696,0.95,1.532158621484334,0.4391565131493584,0.3679034984559803,0.24621652475469696,0.95,1.5321586214843337,1
R_7zCOYjoB3D2Mqot,diabetes,counterfactual,20,feature contribution,observed per instance,0.0,1.0,1.0,nan,nan,0,4,0.375475741462883,0.5694214090629847,0.3203728919887508,0.5166666666666666,1.9535778904114025,0.38989838198255455,0.5405761280236415,0.3203728919887508,0.5166666666666667,2.0916076628548104,0
R_7zCOYjoB3D2Mqot,diabetes,counterfactual,20,weighted examples,observed per instance,1.0,nan,1.5,6.0,0.0,0,4,0.32751635316297684,0.5626059980512881,0.2176387043772416,0.8333333333333333,1.9023121682005235,0.3252685436792364,0.5540660296236775,0.20460311698215028,0.8333333333333333,2.0091053478719085,1
