participant,xai,case,instance id,selected model family,model MAP subset probability,observed selection F1 model,observed selection F1 baseline,observed amount MAE model,observed amount MAE baseline,observed validity,observed boundary distance,observed plausibility,model validity,baseline validity,model plausibility,baseline plausibility,model boundary distance,baseline boundary distance
R_1Gjl0Vj3LRbQDQL,counterfactual,17,130306,weighted examples,0.6996050927117627,0.75,0.75,0.15882884052097868,0.18108775768874,1.0,0.212378017313,0.92460863551,0.0,0.0,0.9448683468751299,0.9658284490657941,0.0645554079346487,0.06544438032452331
R_1Gjl0Vj3LRbQDQL,counterfactual,18,130307,weighted examples,0.5149024029114637,0.6666666666666666,0.6666666666666666,0.144816671966698,0.16950093373515002,1.0,0.135404831305,0.913272342504,0.0,0.0,0.9375561512067356,0.94,0.029608582940615247,0.05599834653223379
R_1Gjl0Vj3LRbQDQL,counterfactual,19,130309,weighted examples,0.40189761088713694,1.0,0.6666666666666666,0.2133523417068559,0.126628819801725,0.0,0.211199591776,0.944005705457,0.0,0.0,0.971338902424793,0.910523017218542,0.02939889700733389,0.05323904739600405
R_1Gjl0Vj3LRbQDQL,counterfactual,20,130300,weighted examples,0.41170877777636217,0.6666666666666666,0.6666666666666666,0.08654655248084475,0.168263817653175,0.0,0.0393635369242,0.945909002541,0.0,1.0,0.9585788437367782,0.9663455344164639,0.13225052151791145,0.008788356604088526
R_1LqFEhCUBdcfUxb,attribution,1,130203,feature contribution,0.22012692246763502,0.5,0.5,0.2293009113663267,0.22965999571200002,1.0,0.186181446997,0.916577045029,0.0,0.0,0.9417495474128809,0.9340038248527528,0.04121844396214544,0.04762227288339593
R_1LqFEhCUBdcfUxb,attribution,2,130208,feature contribution,0.33989781645018025,1.0,0.0,0.011557266567779334,0.118015643598,0.0,0.161338342984,0.972793742561,0.0,0.0,0.9751051958743558,0.98,0.15846070247272773,0.023472772405437103
R_1LqFEhCUBdcfUxb,attribution,3,130202,feature contribution,0.22012692246763502,1.0,0.5,0.05287342553704934,0.15658457301033332,0.0,0.01708842686,0.934575816362,1.0,0.0,0.937486161834954,0.9164685603585057,0.018680483178865115,0.06441231339378384
R_1LqFEhCUBdcfUxb,attribution,4,130205,feature contribution,0.33989781645018025,0.0,0.0,0.1127950479704486,0.122176853914,1.0,0.0761046780166,0.919449532569,0.0,1.0,0.9283346551993628,0.9320873775767833,0.025328369542949793,0.002469609806973208
R_1LqFEhCUBdcfUxb,attribution,5,130201,feature contribution,0.33989781645018025,1.0,0.0,0.32781991472837846,0.33056452984199997,1.0,0.143769775285,0.866887184661,1.0,0.0,0.9188008795787839,0.9453770319327532,0.12873756698731625,0.024948525981481673
R_1LqFEhCUBdcfUxb,attribution,6,130207,feature contribution,0.33989781645018025,1.0,1.0,0.3913133632344028,0.461129059684,0.0,0.00594724286576,0.940978171832,0.0,0.0,0.9660368607100805,0.98,0.01159163105169847,0.04648335668877335
R_1LqFEhCUBdcfUxb,attribution,7,140206,feature contribution,0.22012692246763502,0.5,0.5,0.15618829232775971,0.2671109608463333,0.0,0.0109908187236,0.943550438088,0.0,0.0,0.954489232239363,0.96,0.1125834349194807,0.08781481785206921
R_1LqFEhCUBdcfUxb,attribution,8,130204,feature contribution,0.33989781645018025,0.0,0.0,0.2644284896029846,0.3108695652175,0.0,0.0567425217366,0.951577630538,0.0,0.0,0.9985764302458061,0.98,0.030632526915267577,0.006519978984570296
R_1LqFEhCUBdcfUxb,attribution,9,130209,feature contribution,0.33989781645018025,0.0,0.0,0.34021147239835847,0.38695652173899997,1.0,0.18262550451,0.928134172508,0.0,0.0,0.9986980197362566,0.98,0.12405171870773378,0.030448005999989827
R_1LqFEhCUBdcfUxb,attribution,10,140200,feature contribution,0.33989781645018025,1.0,0.0,0.342446814399324,0.39007821799,0.0,0.0203894350129,0.91543573344,0.0,0.0,0.9319095748208766,0.933854680807279,0.03182578141989062,0.07493600890736912
R_1LqFEhCUBdcfUxb,attribution,11,130306,feature contribution,0.22012692246763502,0.5,1.0,0.16184446200512448,0.18476638235244996,0.0,0.223170830555,0.966093447059,0.0,0.0,0.9367998757379054,0.9669776607282109,0.13234986219184075,0.18380871886136957
R_1LqFEhCUBdcfUxb,attribution,12,140307,feature contribution,0.22012692246763502,0.0,0.0,0.33207711427704834,0.25407753765725,0.0,0.119309456309,0.957356000258,1.0,0.0,0.9156352345736247,0.9189002116671886,0.02360792732598921,0.07724677256931184
R_1LqFEhCUBdcfUxb,attribution,13,130303,feature contribution,0.22012692246763502,0.5,0.5,0.21880444067135976,0.24337796243866663,0.0,0.0525066733095,0.937929869956,0.0,1.0,0.9480466683693689,0.9435963040528702,0.038532080862623,0.035285680071544756
R_1LqFEhCUBdcfUxb,attribution,14,130301,feature contribution,0.33989781645018025,0.0,0.0,0.17916084744986038,0.103617091479,0.0,0.0930837308664,0.978553163408,0.0,0.0,0.95973433182718,0.98,0.028677487865043177,0.057156264367238696
R_1LqFEhCUBdcfUxb,attribution,15,140308,feature contribution,0.2655261991010672,0.3333333333333333,0.6666666666666666,0.1775887595139612,0.19152112628975002,0.0,0.255601593299,0.939865826762,0.0,0.0,0.9604189726383687,0.9567692676467002,0.0968305148879186,0.032517539192098543
R_1LqFEhCUBdcfUxb,attribution,16,130309,feature contribution,0.2655261991010672,0.6666666666666666,0.6666666666666666,0.31788994693006467,0.33573814045575,0.0,0.192220827281,0.937127329781,0.0,0.0,0.9104364884809155,0.9000256865076681,0.04697057615746636,0.08126202417262773
R_1LqFEhCUBdcfUxb,attribution,17,130302,feature contribution,0.33989781645018025,0.0,0.0,0.1819112406855225,0.07474634991340001,0.0,0.171965481925,0.990101460035,0.0,0.0,0.9455821593492173,0.98,0.10858181188653934,0.034536785618851845
R_1LqFEhCUBdcfUxb,attribution,18,130300,feature contribution,0.33989781645018025,0.0,1.0,0.10927663260530784,0.005138991998700007,0.0,0.030817876052,0.9810277984,1.0,0.0,0.9752615485581368,0.98,0.05152730966281771,0.026902642994402315
