model family,xai,xai label,parameter,parameter label,parameter value,metric,metric label,Monte Carlo draws,mean,standard deviation,95% bootstrap mean CI low,95% bootstrap mean CI high,10th percentile,90th percentile
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,plausibility,Plausibility,50,0.9542830642069121,0.02339359288951679,0.9479473255146733,0.9607918866403187,0.927653720983971,0.9870670626082654
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,success,Counterfactual success rate,50,0.18,0.38808793449160356,0.08,0.3,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),-0.1,target confidence gain,Target-confidence gain,50,0.20447738020954265,0.3304909671160406,0.11774774429834278,0.2990220968833078,-0.0005771480364481121,0.8525263765188128
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,actionability,Actionability rate,50,0.66,0.4785181206984065,0.52,0.78,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,50,0.07164627449480529,0.12321733761402687,0.039439528201131134,0.10684700632744608,-0.046318774220449874,0.2641979467199516
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,edit L1,Normalized edit distance (L1),50,0.45125468317423695,0.19048830473674963,0.3991332495488052,0.5032738277148793,0.18854849277996008,0.7173169838385729
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,plausibility,Plausibility,50,0.9474497369842745,0.01807919138490894,0.9424259526876101,0.9524323618966046,0.9243047340524004,0.9749617016166342
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,success,Counterfactual success rate,50,0.4,0.4948716593053935,0.26,0.54,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.0,target confidence gain,Target-confidence gain,50,0.41878456343183956,0.355661391633503,0.32111927091808395,0.5182038197541028,0.003185579628334546,0.9385485695130196
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,actionability,Actionability rate,50,0.78,0.41845195759648024,0.66,0.88,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,50,0.0024737469785323764,0.09329084775682334,-0.023301353150475643,0.02762506070216291,-0.10253079056327638,0.08587901648144133
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,edit L1,Normalized edit distance (L1),50,0.677755086395695,0.1784455330201776,0.6273600165260731,0.7253101368126744,0.452353981750759,0.8757927497854796
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,plausibility,Plausibility,50,0.929213466284056,0.01717372377799228,0.924322812140033,0.933832502944035,0.903794250595233,0.9490844857772793
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,success,Counterfactual success rate,50,0.6,0.4948716593053935,0.46,0.74,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.1,target confidence gain,Target-confidence gain,50,0.5486774940249319,0.4369564637782393,0.4328000729562982,0.6707249703103041,-0.010784514647873437,0.9939391389552068
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,actionability,Actionability rate,50,0.78,0.41845195759648024,0.66,0.88,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,50,-0.020875400672950958,0.14471878598002968,-0.061031497683960545,0.017803660709203833,-0.1709901554457935,0.17076728717517628
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),50,0.9245190877755324,0.22048597516374505,0.8631769846548905,0.9854269240893757,0.655417642541723,1.180454367410889
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,50,0.9233142650589792,0.01869282015250335,0.9180257506499909,0.9282954252225691,0.900543872201144,0.9456858153904846
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,50,0.62,0.49031435147801467,0.48,0.76,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,50,0.6080757365917835,0.4390514261385125,0.48442523003551463,0.7259417267557879,-0.04401509225668083,0.9997375210571455
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,50,0.72,0.4535573676110727,0.6,0.84,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,50,-0.07658631179674226,0.1624360315085212,-0.12058815664037065,-0.032962554328364854,-0.2589535559653839,0.1321143266503887
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),50,1.0444163753000106,0.22369707118021276,0.9823589351156096,1.1073968041953097,0.7810018728292077,1.329820675467425
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,50,0.919009424590525,0.025789585971192755,0.9119087272729167,0.9259240579569825,0.8931342989168661,0.957504533646505
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,50,0.72,0.4535573676110727,0.6,0.84,0.0,1.0
weighted examples,attribution,Feature attribution,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,50,0.6794992073110437,0.4226044460569987,0.559623928434399,0.7904169186692156,0.015703528347688296,0.9979323570597611
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,actionability,Actionability rate,50,1.0,0.0,1.0,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,50,0.0015821203612905329,0.09718475732603052,-0.026296703017562543,0.02805431296197214,-0.10919825105953525,0.09119340100204729
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),50,0.24839588068884957,0.2928900319601014,0.16935660927014418,0.3285392418649879,0.0,0.691209578034864
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,plausibility,Plausibility,50,0.9616741021612694,0.03289767138476997,0.9527120843691388,0.9703665664434761,0.9201249401845122,1.0
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,success,Counterfactual success rate,50,0.28,0.4535573676110727,0.16,0.4,0.0,1.0
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,50,0.28720485171060867,0.40040714029453345,0.1799764962080249,0.400045547829234,0.0,0.9455641130473023
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,actionability,Actionability rate,50,0.8,0.4040610178208843,0.68,0.9,0.0,1.0
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,boundary improvement,Boundary-distance improvement,50,0.05477939822113817,0.13135858315362392,0.020942095971686205,0.09235219095846234,-0.018258861807483266,0.20795793085052539
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,edit L1,Normalized edit distance (L1),50,0.28129132367232346,0.31020519421394555,0.19894047448825972,0.3686656686745806,0.0,0.779388474084279
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,plausibility,Plausibility,50,0.9619943319742422,0.032779059390073,0.9529805605845333,0.9706724049777228,0.9229003617259115,1.0
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,success,Counterfactual success rate,50,0.26,0.44308749769345207,0.14,0.38,0.0,1.0
weighted examples,counterfactual,Counterfactual example,age actionable,Age actionable,1.0,target confidence gain,Target-confidence gain,50,0.26314247937352575,0.38797909218427373,0.16270594119774764,0.3741688195387069,0.0,0.9822673528380972
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,actionability,Actionability rate,50,0.9,0.30304576336566325,0.82,0.98,0.9000000000000004,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,boundary improvement,Boundary-distance improvement,50,0.045690006631932546,0.14352159056846533,0.008690799500643002,0.0870381399751174,-0.09433556805697468,0.21682389711969488
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,edit L1,Normalized edit distance (L1),50,0.3547577254725364,0.3369040587509072,0.266797553996621,0.4503354977386056,0.0,0.8671684388836486
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,plausibility,Plausibility,50,0.9560967489116919,0.03106749041044778,0.9477713765722374,0.9644899148483052,0.9183063664643792,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,success,Counterfactual success rate,50,0.28,0.4535573676110727,0.16,0.42,0.0,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.0,target confidence gain,Target-confidence gain,50,0.24994974355981384,0.36941191194167317,0.15274986923349881,0.35263560204341216,-0.012976764233088271,0.9173831462291397
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,actionability,Actionability rate,50,0.88,0.32826072265931594,0.78,0.96,0.0,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,boundary improvement,Boundary-distance improvement,50,0.02650621486217368,0.11001360691719743,-0.002601039206612834,0.05681983560234005,-0.0582453338755726,0.21001804028144977
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,edit L1,Normalized edit distance (L1),50,0.26119854608702125,0.28702793429304163,0.18554013824860066,0.3424175500602193,0.0,0.7411119361072214
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,plausibility,Plausibility,50,0.9617579035637533,0.02788736840757421,0.9541550892137669,0.969555991699165,0.9304389921776022,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,success,Counterfactual success rate,50,0.28,0.4535573676110727,0.16,0.4,0.0,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),0.5,target confidence gain,Target-confidence gain,50,0.2967622765409926,0.39186903361313036,0.19290936996789534,0.40738133115232467,0.0,0.9306697253604261
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,actionability,Actionability rate,50,1.0,0.0,1.0,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,boundary improvement,Boundary-distance improvement,50,0.0207435201764825,0.10906850105866313,-0.009593220696389616,0.04951222269494333,-0.052754720769183756,0.18555208863572878
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,edit L1,Normalized edit distance (L1),50,0.2922099838097496,0.3044421960359335,0.20824360142424478,0.37645228398062835,0.0,0.6916051452362062
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,plausibility,Plausibility,50,0.9506916027313781,0.0381592044732127,0.9399449080268918,0.9613177561654943,0.9021850830517198,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,success,Counterfactual success rate,50,0.28,0.4535573676110727,0.16,0.4,0.0,1.0
weighted examples,counterfactual,Counterfactual example,beta,Remembered-change reliance (β),1.0,target confidence gain,Target-confidence gain,50,0.26987037806048164,0.401415682418376,0.16128405602165094,0.3837176420756727,0.0,0.9759837085815718
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,actionability,Actionability rate,50,0.92,0.27404751561786966,0.84,0.98,1.0,1.0
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,boundary improvement,Boundary-distance improvement,50,0.03646498226599562,0.13714116801034254,0.00018020134242741686,0.07357989238571326,-0.11940964270322453,0.21524739233557771
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,edit L1,Normalized edit distance (L1),50,0.3867110305221179,0.3058923539489095,0.3055168560964069,0.47156459974760323,0.0,0.8121888947624925
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,plausibility,Plausibility,50,0.9433286819899729,0.02782322838921318,0.9357380412195032,0.9509734843151949,0.909903054613764,0.9984681422572449
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,success,Counterfactual success rate,50,0.42,0.4985693819032899,0.28,0.56,0.0,1.0
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.0,target confidence gain,Target-confidence gain,50,0.3923722489676246,0.43561107460987797,0.279777968047355,0.5163155764129205,-1.2286394124316714e-11,0.9826749677091627
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,actionability,Actionability rate,50,0.88,0.3282607226593159,0.78,0.96,0.0,1.0
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,boundary improvement,Boundary-distance improvement,50,0.004534492064124648,0.1452899173696275,-0.03431512424096919,0.04408866798501033,-0.12055448640007305,0.12115246152812154
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,edit L1,Normalized edit distance (L1),50,0.42984195945287806,0.33662845231315025,0.33912932570427473,0.5244907061012549,0.0,0.8638643106006129
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,plausibility,Plausibility,50,0.9474608790197648,0.028212163368279416,0.9398102018705655,0.9553365347365241,0.9213928182020688,1.0
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,success,Counterfactual success rate,50,0.48,0.5046720495044484,0.34,0.62,0.0,1.0
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),0.5,target confidence gain,Target-confidence gain,50,0.46462219538902244,0.44799149407014494,0.3395261529520123,0.5866879030446774,0.0,0.9936417794730381
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,actionability,Actionability rate,50,0.98,0.14142135623730948,0.94,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,boundary improvement,Boundary-distance improvement,50,0.008969932392779696,0.0976906827240635,-0.018258273718075126,0.03628269127470989,-0.08292570668846495,0.15112300424012337
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,edit L1,Normalized edit distance (L1),50,0.2639207505902062,0.2940830250804944,0.1861758283777797,0.3456175132573876,0.0,0.6647557223503172
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,plausibility,Plausibility,50,0.9642426817567145,0.028372856891713254,0.9564008383015029,0.9721669388614576,0.9338094401439703,1.0
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,success,Counterfactual success rate,50,0.32,0.47121207149916117,0.2,0.44,0.0,1.0
weighted examples,counterfactual,Counterfactual example,eta,Explanation reliance (η),1.0,target confidence gain,Target-confidence gain,50,0.3110145898844828,0.4251598536742763,0.19387651741591608,0.43178620765715586,0.0,0.9723090534595275
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,actionability,Actionability rate,50,0.96,0.19794866372215744,0.9,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,boundary improvement,Boundary-distance improvement,50,0.011325384491790179,0.161116036679599,-0.03251629597707421,0.053929121285226436,-0.14551722630217648,0.17944815659896834
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,edit L1,Normalized edit distance (L1),50,0.39945601798293867,0.33386022423877554,0.30824596180848307,0.4913435055549122,0.0,0.8538843672820904
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,plausibility,Plausibility,50,0.9482765773493123,0.031540209131796754,0.9391825424779693,0.9567385192739793,0.9114680642263012,0.997
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,success,Counterfactual success rate,50,0.46,0.5034574339058886,0.32,0.6,0.0,1.0
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),0.0,target confidence gain,Target-confidence gain,50,0.4279438378731822,0.43036096838819066,0.30944226806218655,0.5451440020961682,-1.784960244881617e-05,0.9816563849206238
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,actionability,Actionability rate,50,0.92,0.27404751561786966,0.84,0.98,1.0,1.0
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,boundary improvement,Boundary-distance improvement,50,-0.0016698650661644188,0.1335799556730822,-0.03938679565436038,0.03248704278239664,-0.11264941872072459,0.12863874973167974
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,edit L1,Normalized edit distance (L1),50,0.34177055121457967,0.30752183941748273,0.25761436181988495,0.4277011413111004,0.0,0.7526603287742132
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,plausibility,Plausibility,50,0.9528944547678802,0.035726547095601344,0.9425828697741716,0.9622573828453218,0.9115141654322174,1.0
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,success,Counterfactual success rate,50,0.42,0.4985693819032899,0.28,0.56,0.0,1.0
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),2.0,target confidence gain,Target-confidence gain,50,0.387786374440951,0.4268656962613403,0.2767253664268277,0.5044952520395732,0.0,0.9657690733132916
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,actionability,Actionability rate,50,1.0,0.0,1.0,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,boundary improvement,Boundary-distance improvement,50,-0.017087184392441803,0.17115718640026006,-0.06517212878191515,0.027622721443613964,-0.18079078797333328,0.09389679268580009
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,edit L1,Normalized edit distance (L1),50,0.27372869685217877,0.2935881883380115,0.19471084831144067,0.3545705041381361,0.0,0.7183835910289256
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,plausibility,Plausibility,50,0.9588745631929284,0.033967094574797914,0.9497422705002745,0.9680295931212505,0.9200741330556441,1.0
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,success,Counterfactual success rate,50,0.38,0.49031435147801467,0.24,0.52,0.0,1.0
weighted examples,counterfactual,Counterfactual example,lambda,Exemplar locality (λ),6.0,target confidence gain,Target-confidence gain,50,0.3525410512833646,0.43176626591651424,0.23674794136910765,0.4731313302901316,0.0,0.9846827974850335
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,actionability,Actionability rate,50,1.0,0.0,1.0,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,boundary improvement,Boundary-distance improvement,50,0.012518793280339406,0.0426140544871529,0.002637659103720567,0.02565070878543029,0.0,0.0009601593952482249
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,edit L1,Normalized edit distance (L1),50,0.012903900533441008,0.04437652171349768,0.0027882954001931855,0.026171824915333746,0.0,0.00048609387246460604
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,plausibility,Plausibility,50,0.980961561687355,0.027633616330719733,0.9732667202044728,0.9881477133739787,0.9338094401439703,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,success,Counterfactual success rate,50,0.0,0.0,0.0,0.0,0.0,0.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.3,target confidence gain,Target-confidence gain,50,0.005268093760340842,0.02510607581384356,0.0001828847302587851,0.013268196833620809,0.0,1.08646884564919e-07
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,actionability,Actionability rate,50,0.96,0.19794866372215741,0.9,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,boundary improvement,Boundary-distance improvement,50,0.03198867312248677,0.06841996135205196,0.014475080245351164,0.05201124930617697,0.0,0.1715602945736131
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,edit L1,Normalized edit distance (L1),50,0.05637319423432514,0.09784911718632087,0.03178735044304704,0.08501576951442792,0.0,0.23068486037148989
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,plausibility,Plausibility,50,0.9764473685666705,0.026649002607600038,0.9689733837473278,0.9834073972963349,0.9339384191212899,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,success,Counterfactual success rate,50,0.12,0.32826072265931594,0.04,0.22,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.2,target confidence gain,Target-confidence gain,50,0.10905095381696756,0.2554071301414513,0.043566845611003505,0.18268837543530078,0.0,0.5563756694279738
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,actionability,Actionability rate,50,0.98,0.1414213562373095,0.94,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,boundary improvement,Boundary-distance improvement,50,0.045086760375130944,0.09233176932630745,0.021375574631855195,0.07274433887488214,-0.017832189461523068,0.18345272987374434
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,edit L1,Normalized edit distance (L1),50,0.11067486720736934,0.13393728338402816,0.07590102072544909,0.14965278090605275,0.0,0.24926259975405612
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,plausibility,Plausibility,50,0.9683232387697397,0.025508288899951076,0.9611032192176251,0.9753070024642044,0.9338480716747106,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,success,Counterfactual success rate,50,0.2,0.4040610178208843,0.1,0.32,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),-0.1,target confidence gain,Target-confidence gain,50,0.19242797940798384,0.2984777386596918,0.11693762865931723,0.2788133089205575,-1.4774190444722195e-05,0.706653200788665
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,actionability,Actionability rate,50,0.94,0.23989793748209526,0.86,1.0,1.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,boundary improvement,Boundary-distance improvement,50,0.04155076998366521,0.10167285250286474,0.013981652253512408,0.07027619487127727,-0.06802642280238992,0.1754503458255701
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,edit L1,Normalized edit distance (L1),50,0.24380591747432617,0.1260256043052746,0.20967410175684145,0.2783011585035527,0.11152693143915797,0.4471702299302226
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,plausibility,Plausibility,50,0.9532209965013924,0.016477405881806188,0.9485812799449344,0.9578714892899358,0.9323096242006826,0.9759753136060353
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,success,Counterfactual success rate,50,0.34,0.47851812069840644,0.2,0.48,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.0,target confidence gain,Target-confidence gain,50,0.32588733317885193,0.3936417020908576,0.21831832097020015,0.4354907590790962,-4.567497097325855e-06,0.9273829608171682
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,actionability,Actionability rate,50,0.88,0.3282607226593159,0.78,0.96,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,boundary improvement,Boundary-distance improvement,50,0.012891492039257253,0.1447636999493823,-0.024836567549550017,0.0550032867455425,-0.15490588458047172,0.20120260186492595
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,edit L1,Normalized edit distance (L1),50,0.46115055797697835,0.11603766687287273,0.4304999071135531,0.4937049386413699,0.31161708550772776,0.639433080909815
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,plausibility,Plausibility,50,0.9398420057248498,0.015276449458564094,0.9355768448707843,0.9439034345834979,0.9251329568503316,0.9584958448561854
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,success,Counterfactual success rate,50,0.6,0.4948716593053935,0.46,0.74,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.1,target confidence gain,Target-confidence gain,50,0.5792475394690246,0.41061916817254923,0.4641649434386273,0.6898949943237762,0.022988437474969352,0.9839096355188311
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,actionability,Actionability rate,50,0.88,0.3282607226593159,0.78,0.96,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,boundary improvement,Boundary-distance improvement,50,0.027390526415819735,0.20018046857224003,-0.025583462565130288,0.08269016278621193,-0.14243464806065947,0.2829944315014218
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,edit L1,Normalized edit distance (L1),50,0.657148192454015,0.16643364561902582,0.6123917157863384,0.7029783879956744,0.4972585972494496,0.899756288529688
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,plausibility,Plausibility,50,0.928932085092146,0.018640703192668605,0.9237272142887402,0.9340985674723663,0.9053931869585656,0.9531046637764914
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,success,Counterfactual success rate,50,0.56,0.501426536422407,0.42,0.7,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.2,target confidence gain,Target-confidence gain,50,0.5545331033648565,0.4408576760427161,0.4340454571650097,0.6749604247361841,0.0002494155651862853,0.9921619576854012
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,actionability,Actionability rate,50,0.86,0.3505098327538656,0.76,0.94,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,boundary improvement,Boundary-distance improvement,50,-0.0008382701381572904,0.19074983140350874,-0.05360233454297874,0.05353701159017561,-0.17819396833874954,0.23179781089845647
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,edit L1,Normalized edit distance (L1),50,0.8479833808263365,0.17056909337471335,0.8025766807885992,0.8962839335731553,0.6924921008643569,1.103114247829746
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,plausibility,Plausibility,50,0.9173156612921572,0.025287350726843082,0.9103208750561129,0.92440486944743,0.8906380256860201,0.9430423690628044
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,success,Counterfactual success rate,50,0.58,0.4985693819032899,0.44,0.72,0.0,1.0
weighted examples,counterfactual,Counterfactual example,rho,Signed change margin (ρ),0.3,target confidence gain,Target-confidence gain,50,0.5924994583933134,0.4453243565745506,0.4707686623322548,0.7119410725049501,-0.015636798799329367,0.9881105995442461
weighted examples,none,No XAI,age actionable,Age actionable,0.0,actionability,Actionability rate,50,1.0,0.0,1.0,1.0,1.0,1.0
weighted examples,none,No XAI,age actionable,Age actionable,0.0,boundary improvement,Boundary-distance improvement,50,0.016445495139435263,0.1447695567154072,-0.022046364863314283,0.05772553110443696,-0.10919680142251263,0.1865017965158052
weighted examples,none,No XAI,age actionable,Age actionable,0.0,edit L1,Normalized edit distance (L1),50,0.5528657454801206,0.3856185442760445,0.44922621342648095,0.6627842360029872,0.10903336627682828,1.0807179159011047
weighted examples,none,No XAI,age actionable,Age actionable,0.0,plausibility,Plausibility,50,0.9374702029890153,0.03110827328563549,0.928741677240487,0.9459119292486415,0.8979114727694008,0.9748638661120128
weighted examples,none,No XAI,age actionable,Age actionable,0.0,success,Counterfactual success rate,50,0.58,0.4985693819032899,0.44,0.72,0.0,1.0
weighted examples,none,No XAI,age actionable,Age actionable,0.0,target confidence gain,Target-confidence gain,50,0.561033337244736,0.42726009031645384,0.43773847540167754,0.675023422294764,-0.00022029747431067377,0.9849735457266262
weighted examples,none,No XAI,age actionable,Age actionable,1.0,actionability,Actionability rate,50,0.68,0.4712120714991612,0.54,0.8,0.0,1.0
