participant,direction-qualified cohort (0/1),xai,model family,parameter,parameter label,parameter value,testing trials,success,target confidence gain,boundary improvement,plausibility,actionability,edit L1
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.45,0.4358526151823348,-0.03841305981484272,0.9096492588026047,1.0,0.45486270566470627
R_3Fo0QmOVx6lcU4W,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.45,0.43684402669344136,-0.03705718393262436,0.9057196222864686,1.0,0.4745108882453858
R_3OpQ58fnUhzHRsd,0,none,feature contribution,age actionable,Age actionable,0.0,20,0.35,0.36767181788134917,-0.019793213091379498,0.9480366756353369,1.0,0.29247018616956677
R_3OpQ58fnUhzHRsd,0,none,feature contribution,age actionable,Age actionable,1.0,20,0.15,0.1943063423152667,0.030233244143360267,0.9496425676756551,0.25,0.28678002410405307
R_3OpQ58fnUhzHRsd,0,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.4,0.3858455644808702,7.88797116104606e-05,0.9439426218003778,1.0,0.3910639629937154
R_3OpQ58fnUhzHRsd,0,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.35,0.36767181788134917,-0.019793213091379498,0.9480366756353369,1.0,0.29247018616956677
R_3OpQ58fnUhzHRsd,0,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.3595367313197079,-0.025693900702755436,0.9447142706549287,1.0,0.2759933888002909
R_3OpQ58fnUhzHRsd,0,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.36767181788134917,-0.019793213091379498,0.9480366756353369,1.0,0.29247018616956677
R_3OpQ58fnUhzHRsd,0,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.45,0.49034957986912486,-0.038372800952577855,0.9381386377426321,1.0,0.37247018616956684
R_3OpQ58fnUhzHRsd,0,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.65,0.5970196613071261,-0.07378501776551477,0.9284943079009693,1.0,0.4513882630442591
R_3OpQ58fnUhzHRsd,0,none,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.63866782005334,-0.0848010794994582,0.9190137477713713,1.0,0.5248888443361495
R_3OpQ58fnUhzHRsd,0,none,feature contribution,rho,Additive change margin (ρ),0.2,20,0.7,0.6660409500958578,-0.10564318500921537,0.9128801759415459,1.0,0.5878586525055969
R_3OpQ58fnUhzHRsd,0,none,feature contribution,rho,Additive change margin (ρ),0.25,20,0.7,0.6601629599343124,-0.11081314812988134,0.9065379437165981,1.0,0.6453586525055969
R_3OpQ58fnUhzHRsd,0,none,feature contribution,rho,Additive change margin (ρ),0.3,20,0.65,0.6390013187166843,-0.11047826126667817,0.899838693890319,1.0,0.7028586525055969
R_3P1hvuTtye32D8u,1,attribution,feature contribution,age actionable,Age actionable,0.0,19,0.5263157894736842,0.5294733199518976,0.005852017996552964,0.9457804157460142,1.0,0.2688860090938235
R_3P1hvuTtye32D8u,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.55,0.5522732858897129,0.001451405486263993,0.945576386570071,1.0,0.2727653811027678
R_3P1hvuTtye32D8u,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.45,0.45817386739904986,0.034301443026889346,0.9503255798646529,0.75,0.38467697736009165
R_3P1hvuTtye32D8u,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.45,0.5286374652048587,0.01784578485385203,0.9472682561285872,0.9,0.29575901549864914
R_3P1hvuTtye32D8u,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.55,0.5522732858897129,0.001451405486263993,0.945576386570071,1.0,0.2727653811027678
R_3P1hvuTtye32D8u,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.5,0.4292851665194853,-0.008810598619457332,0.9384156662796667,0.4,0.3615090477901005
R_3P1hvuTtye32D8u,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.5,0.5107329216594394,-0.01866450702404065,0.9415932281036612,0.85,0.32365803918920094
R_3P1hvuTtye32D8u,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.55,0.5522732858897129,0.001451405486263993,0.945576386570071,1.0,0.2727653811027678
R_3P1hvuTtye32D8u,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.4,0.37438017431280357,0.013640188852767226,0.9581969158133425,1.0,0.18276538110276774
R_3P1hvuTtye32D8u,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.55,0.5522732858897129,0.001451405486263993,0.945576386570071,1.0,0.2727653811027678
R_3P1hvuTtye32D8u,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.5920423627720492,-0.029954215278011193,0.9317286137697902,1.0,0.36276538110276774
R_3P1hvuTtye32D8u,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.615204269928224,-0.070234326733823,0.9208955127564338,1.0,0.45117779660338153
R_3P1hvuTtye32D8u,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.6,0.5981954328219059,-0.10212154871903052,0.9120099256487947,1.0,0.5299315012219351
R_3P1hvuTtye32D8u,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.5829766848220981,-0.12538446316911772,0.9051988919852526,1.0,0.6017542407952556
R_3P1hvuTtye32D8u,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.6,0.5811469312271063,-0.13886881243671295,0.8974334957695203,1.0,0.6703607366983326
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.65,0.6216451520455833,-0.010390740194584639,0.9366999490340481,1.0,0.7391882734401217
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.6,0.5730345324878818,-0.004054227634711358,0.9405074594613707,0.75,0.7413154823703403
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.65,0.6216451520455833,-0.010390740194584639,0.9366999490340481,1.0,0.7391882734401217
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.65,0.6133015178755828,-0.0073148593372228485,0.933023959422623,1.0,0.7105496995088756
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.7,0.6437697556353713,-0.10287108990981904,0.9102413048478191,1.0,0.6659122735691966
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.6,0.5742033427508985,-0.06253526154422996,0.9219873458280519,1.0,0.8838449700544931
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.6,0.5928644731626623,-0.021796112535903158,0.931696419636206,1.0,0.8092202430454603
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.65,0.6216451520455833,-0.010390740194584639,0.9366999490340481,1.0,0.7391882734401217
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.4,0.3951223516041608,0.0556130420388128,0.962401693398007,1.0,0.25945442444856276
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.55,0.5367775929652823,0.06714568163008525,0.9554423445869729,1.0,0.3794544244485628
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.5,0.5255545739825627,0.050986163865034975,0.9496738288483986,1.0,0.49945442444856275
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.5867629841996573,0.014177339941676853,0.9409626127788911,1.0,0.6194544244485629
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.65,0.6216451520455833,-0.010390740194584639,0.9366999490340481,1.0,0.7391882734401217
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.65,0.6607240924572202,-0.031241204824054257,0.9336758008615691,1.0,0.855248968964754
R_3P5ccqI6lMcShWV,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.7,0.7179528230355997,-0.0462786230767297,0.9321035095535233,1.0,0.9668510582425963
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.65,0.614262524715483,0.0009426287411691148,0.9449799311211147,1.0,0.27279962720368217
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.65,0.605686832864798,0.002869061444010542,0.9450193789902563,0.95,0.27260238785797347
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.6,0.5610762708658779,0.017064539976292183,0.9448299291961835,1.0,0.39121980253281957
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.65,0.614262524715483,0.0009426287411691148,0.9449799311211147,1.0,0.27279962720368217
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.5,0.4951011271328321,-0.020542781429973775,0.9425046271606368,1.0,0.24963214697790104
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.6,0.5825276852085365,-0.04601695352961075,0.9322978147830556,1.0,0.3615216909089691
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.6,0.5771224314042572,-0.0382961323884344,0.9374594677944671,1.0,0.32523045771928155
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.65,0.614262524715483,0.0009426287411691148,0.9449799311211147,1.0,0.27279962720368217
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.3,0.3344951013666751,0.011566252350757134,0.9580667252081486,1.0,0.17540702456848023
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.4,0.4736105837058412,0.022218759423745425,0.9501407976461339,1.0,0.22529962720368224
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.65,0.614262524715483,0.0009426287411691148,0.9449799311211147,1.0,0.27279962720368217
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.6379511481734482,-0.018334962980844784,0.9377716925488692,1.0,0.3202996272036822
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.6,0.6089069829304888,-0.03654308766957841,0.932175341015598,1.0,0.36443431844306723
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.5861148407760459,-0.04955330664311134,0.9262171037213554,1.0,0.4061418345416604
R_3Qv0QTQ49yAIRot,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.6,0.5743807570051602,-0.05713469683146656,0.9204992526370297,1.0,0.44153761588478374
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,age actionable,Age actionable,0.0,20,0.45,0.44841052404305676,0.052944978324173844,0.9431151494674122,1.0,0.45673748272094705
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,age actionable,Age actionable,1.0,20,0.55,0.4390887092188162,0.022239337539586155,0.9392733826824156,0.35,0.5310881047791868
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,lambda,Exemplar locality (λ),0.0,20,0.55,0.5281235294218873,0.04662325486662182,0.9429107521843264,1.0,0.46261901575864595
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,lambda,Exemplar locality (λ),2.0,20,0.45,0.44841052404305676,0.052944978324173844,0.9431151494674122,1.0,0.45673748272094705
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,lambda,Exemplar locality (λ),6.0,20,0.45,0.44712882874718884,0.057407440214144956,0.9429119309609313,1.0,0.44718419789337105
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,rho,Additive change margin (ρ),0.0,20,0.35,0.37927658813466236,0.056008771001418746,0.9488735533016854,1.0,0.386737482720947
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,rho,Additive change margin (ρ),0.05,20,0.45,0.44841052404305676,0.052944978324173844,0.9431151494674122,1.0,0.45673748272094705
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,rho,Additive change margin (ρ),0.1,20,0.6,0.5566871821149808,0.04268556482995663,0.9350078865197793,1.0,0.5267374827209471
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,rho,Additive change margin (ρ),0.15,20,0.6,0.5932467468962208,0.01886253596603086,0.9300475042358954,1.0,0.5920563960005184
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,rho,Additive change margin (ρ),0.2,20,0.55,0.5708471858329676,0.0036635417518255746,0.9252847115696048,1.0,0.6570563960005185
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,rho,Additive change margin (ρ),0.25,20,0.55,0.5508159931455741,-0.014393492676960856,0.9205212476502098,1.0,0.7220563960005185
R_3pZ1OVs4kWTC7GB,1,none,weighted examples,rho,Additive change margin (ρ),0.3,20,0.55,0.5420145112954452,-0.021770840414709645,0.9167060134617889,1.0,0.7870563960005185
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.5,0.5319229198435418,0.02513596210568684,0.9428883053012405,1.0,0.5921957862169124
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.5,0.5100069071624971,0.054312755401779676,0.9449231220834411,0.35,0.6254586835703068
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.5,0.5319229198435418,0.02513596210568684,0.9428883053012405,1.0,0.5921957862169124
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.55,0.5246131963043924,-0.02033284277672035,0.9381346863662132,1.0,0.5669466039165153
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.5,0.5228766487736425,-0.06536891894964884,0.9238293796727284,1.0,0.5232241413329469
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.6,0.5750625478369163,-0.04888771438810396,0.9302856760514194,1.0,0.5706977794035345
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.5,0.5319229198435418,0.02513596210568684,0.9428883053012405,1.0,0.5921957862169124
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.5,0.4878681777115146,0.03938863592976125,0.9471540937037466,1.0,0.47640748845231257
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.2,0.24983586967822102,0.03703493358398772,0.9545483339925112,1.0,0.40219578621691243
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.55,0.4464812021012018,0.0428581895517829,0.9500858957343142,1.0,0.4971957862169124
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.5,0.5319229198435418,0.02513596210568684,0.9428883053012405,1.0,0.5921957862169124
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.7,0.6370278733873265,-0.011260504857532515,0.9313293254715502,1.0,0.6864824486842969
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.7,0.68698955372654,-0.05266729622180318,0.9261211137843123,1.0,0.7763584477598113
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.7,0.6985701446579158,-0.074706261160522,0.923891994009624,1.0,0.8605166642858009
R_5ASRudX4WuOaMDD,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.75,0.7067321334464322,-0.09750597261344698,0.9239030468700854,1.0,0.9325307580409289
R_5CNiW73tAkn7Lk5,1,none,feature contribution,age actionable,Age actionable,0.0,20,0.7,0.6443121169462204,-0.002658905181346953,0.9328687428594561,1.0,0.6258873111506749
R_5CNiW73tAkn7Lk5,1,none,feature contribution,age actionable,Age actionable,1.0,20,0.55,0.5606214959326182,0.04264086120625814,0.9392794973305062,0.3,0.4993995495207015
R_5CNiW73tAkn7Lk5,1,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.7,0.6443121169462204,-0.002658905181346953,0.9328687428594561,1.0,0.6258873111506749
R_5CNiW73tAkn7Lk5,1,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.7,0.6418761886062474,-0.01892830509509875,0.93818738489798,1.0,0.5099185202550529
R_5CNiW73tAkn7Lk5,1,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.6,0.596751188808353,-0.05038403883578774,0.9240943204577163,1.0,0.4711201390853413
R_5CNiW73tAkn7Lk5,1,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.5,0.44046066691963637,0.012105171649438324,0.9457103222013344,1.0,0.45465892796624774
R_5CNiW73tAkn7Lk5,1,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.55,0.5357688449628677,0.008849811851623994,0.940355979667298,1.0,0.5408873111506751
R_5CNiW73tAkn7Lk5,1,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.7,0.6443121169462204,-0.002658905181346953,0.9328687428594561,1.0,0.6258873111506749
R_5CNiW73tAkn7Lk5,1,none,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.6491770913634444,-0.010920631648189846,0.9290091004781049,1.0,0.7089208304053988
R_5CNiW73tAkn7Lk5,1,none,feature contribution,rho,Additive change margin (ρ),0.2,20,0.65,0.6239726242803021,-0.025486235262699063,0.9268929807851313,1.0,0.7876581773692788
R_5CNiW73tAkn7Lk5,1,none,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.5971378534557397,-0.03376041848788158,0.9223908321259285,1.0,0.860679058637803
R_5CNiW73tAkn7Lk5,1,none,feature contribution,rho,Additive change margin (ρ),0.3,20,0.6,0.5883519086495316,-0.048288198989408636,0.9157434407883596,1.0,0.9306790586378032
R_5F38AMuOCY994Y9,1,none,feature contribution,age actionable,Age actionable,0.0,20,0.5,0.4451383835650217,-0.0032421243675064154,0.9457963240448197,1.0,0.4001099763073638
R_5F38AMuOCY994Y9,1,none,feature contribution,age actionable,Age actionable,1.0,20,0.3,0.2872262078042458,0.02091398043948424,0.9492702888828418,0.25,0.3156607344194612
R_5F38AMuOCY994Y9,1,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.5,0.4451383835650217,-0.0032421243675064154,0.9457963240448197,1.0,0.4001099763073638
R_5F38AMuOCY994Y9,1,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.5,0.453861269255853,-0.01796701189968542,0.9475005385272309,1.0,0.3089454852561696
R_5F38AMuOCY994Y9,1,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.36833883598353706,-0.030039903242707493,0.9420626936773152,1.0,0.28455611468128905
R_5F38AMuOCY994Y9,1,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.5,0.4451383835650217,-0.0032421243675064154,0.9457963240448197,1.0,0.4001099763073638
R_5F38AMuOCY994Y9,1,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.55,0.4938665598475637,-0.01836335199205219,0.937576006167015,1.0,0.49260997630736386
R_5F38AMuOCY994Y9,1,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.5954897639653559,-0.0373411872013225,0.929406420619103,1.0,0.5851099763073637
R_5F38AMuOCY994Y9,1,none,feature contribution,rho,Additive change margin (ρ),0.15,20,0.6,0.5877842354512068,-0.07328533135278584,0.9228832106933215,1.0,0.6754295879757566
R_5F38AMuOCY994Y9,1,none,feature contribution,rho,Additive change margin (ρ),0.2,20,0.6,0.5640646834799102,-0.08413628282635173,0.9184862563583895,1.0,0.7606887376661035
R_5F38AMuOCY994Y9,1,none,feature contribution,rho,Additive change margin (ρ),0.25,20,0.55,0.5398113120495115,-0.10028673313447152,0.9133745665965746,1.0,0.8403505815450693
R_5F38AMuOCY994Y9,1,none,feature contribution,rho,Additive change margin (ρ),0.3,20,0.55,0.5470559584589629,-0.11791926075555623,0.905298720792574,1.0,0.9172001414387475
R_5F38MGbZJklp6TP,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.4,0.40864248536044434,0.03408674541728517,0.9529436745589328,1.0,0.36630424641273607
R_5F38MGbZJklp6TP,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.3,0.3984388100865564,0.035175963384854396,0.9533139145925805,0.75,0.36603470434362834
R_5F38MGbZJklp6TP,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.4,0.40864248536044434,0.03408674541728517,0.9529436745589328,1.0,0.36630424641273607
R_5F38MGbZJklp6TP,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.45,0.4827946509441416,0.0079352796686539,0.949244818095201,1.0,0.26660732981365953
R_5F38MGbZJklp6TP,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.6,0.552695727475152,-0.004590485210128031,0.9455055128022533,1.0,0.24856670900189437
R_5F38MGbZJklp6TP,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.5,0.4515669492612394,-0.00558942874508212,0.9412600228994901,1.0,0.4464845990521996
R_5F38MGbZJklp6TP,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.4,0.3454374007303195,0.015971849862060426,0.9491307858503693,1.0,0.39036544496620484
R_5F38MGbZJklp6TP,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.4,0.40864248536044434,0.03408674541728517,0.9529436745589328,1.0,0.36630424641273607
R_5F38MGbZJklp6TP,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.2,0.25396781261778345,0.03370544924890241,0.9587346693759757,1.0,0.2913042464127361
R_5F38MGbZJklp6TP,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.4,0.40864248536044434,0.03408674541728517,0.9529436745589328,1.0,0.36630424641273607
R_5F38MGbZJklp6TP,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.5,0.4972142357351023,0.02291623015648105,0.9463240161326842,1.0,0.441304246412736
R_5F38MGbZJklp6TP,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.5835873760646036,0.0058164262531081755,0.9387041930801432,1.0,0.5142872563531039
R_5F38MGbZJklp6TP,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.7,0.6431474170044449,-0.021349862734755084,0.9337994461398358,1.0,0.5831075911845531
R_5F38MGbZJklp6TP,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.65,0.6459731873166693,-0.05395822530101533,0.9298329927331169,1.0,0.6451480609785746
R_5F38MGbZJklp6TP,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.65,0.6405026090308861,-0.07798633245766054,0.9271792560944168,1.0,0.700914309517272
R_5FwCR03V97gle4L,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.6,0.5428282546178921,0.04253680407497003,0.9439326493758328,1.0,0.45054424732777204
R_5FwCR03V97gle4L,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.55,0.508901046544051,0.04107696387882095,0.9466512762196476,0.75,0.45240530524954936
R_5FwCR03V97gle4L,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.6,0.5428282546178921,0.04253680407497003,0.9439326493758328,1.0,0.45054424732777204
R_5FwCR03V97gle4L,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.6,0.5448847808313637,0.0337022562333919,0.9361776589494812,1.0,0.42245269903647287
R_5FwCR03V97gle4L,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.55,0.5529298246956778,-0.02376656535578346,0.9269087153006306,1.0,0.3859430248444051
R_5FwCR03V97gle4L,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.65,0.6310826307353935,-0.01805204839906561,0.9375844488936306,1.0,0.6105627484541623
R_5FwCR03V97gle4L,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.55,0.5198921019715945,0.04122951729868311,0.9407144549669516,1.0,0.5234692539791056
R_5FwCR03V97gle4L,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.6,0.5428282546178921,0.04253680407497003,0.9439326493758328,1.0,0.45054424732777204
R_5FwCR03V97gle4L,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.3497341779406261,0.050382547576586625,0.9609831120721998,1.0,0.25054424732777203
R_5FwCR03V97gle4L,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.55,0.5149859240333678,0.05749311419235551,0.950996979118421,1.0,0.35054424732777195
R_5FwCR03V97gle4L,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.5428282546178921,0.04253680407497003,0.9439326493758328,1.0,0.45054424732777204
R_5FwCR03V97gle4L,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.6,0.5382127669695904,0.012281169384308517,0.93865309186146,1.0,0.5505442473277717
R_5FwCR03V97gle4L,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.65,0.5884677702782047,-0.021247532154474953,0.9351611766449828,1.0,0.6502780963193309
R_5FwCR03V97gle4L,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.5970433848495228,-0.05511115959676831,0.9322129299129742,1.0,0.7457590934327687
R_5FwCR03V97gle4L,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.6,0.5913697786312337,-0.06575719217427263,0.9296814501277122,1.0,0.8365253419714659
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.45,0.4058388997933993,0.008368651116714663,0.9420512447978039,1.0,0.29262132648621125
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.45,0.4058388997933993,0.008368651116714663,0.9420512447978039,1.0,0.29262132648621125
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.45,0.3983953123256214,0.050329830220948425,0.9491385774486567,0.55,0.41884429930736183
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.45,0.41111202207979874,0.04842640897132927,0.951369463012887,0.6,0.380395099270925
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.45,0.4058388997933993,0.008368651116714663,0.9420512447978039,1.0,0.29262132648621125
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.3,0.3174982596152303,0.007342438700446227,0.9473523409442824,0.6,0.24496338274972293
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.45,0.4058388997933993,0.008368651116714663,0.9420512447978039,1.0,0.29262132648621125
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.15,0.1481708838069105,0.037933767146433546,0.9564431111262681,1.0,0.2205506927909986
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.45,0.4058388997933993,0.008368651116714663,0.9420512447978039,1.0,0.29262132648621125
R_5L0xQQar3o8Bvr3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.47857993981966207,-0.00680889009031554,0.9325017611855044,1.0,0.3576213264862113
