participant,direction-qualified cohort (0/1),xai,model family,parameter,parameter label,parameter value,testing trials,success,target confidence gain,boundary improvement,plausibility,actionability,edit L1
R_7IXNpixLXSjItSq,0,none,feature contribution,age actionable,Age actionable,1.0,20,0.35,0.34051725003345357,-0.025297494463174513,0.9461030044371432,0.95,0.23785268431770462
R_7IXNpixLXSjItSq,0,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.25,0.2404833879239315,0.0029183490041424626,0.9511159244658124,0.4,0.2953742529418677
R_7IXNpixLXSjItSq,0,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.2,0.19394367111678382,0.0021748348183835073,0.9502626174708573,0.3,0.2722722656687758
R_7IXNpixLXSjItSq,0,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.34051725003345357,-0.025297494463174513,0.9461030044371432,0.95,0.23785268431770462
R_7IXNpixLXSjItSq,0,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.34051725003345357,-0.025297494463174513,0.9461030044371432,0.95,0.23785268431770462
R_7IXNpixLXSjItSq,0,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.4,0.4069521183309064,-0.03254054349778178,0.9399820229259968,0.95,0.28305401603199787
R_7IXNpixLXSjItSq,0,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.5,0.48140676344964584,-0.045613701653793116,0.9331553963720707,0.95,0.32499981534745453
R_7IXNpixLXSjItSq,0,none,feature contribution,rho,Additive change margin (ρ),0.15,20,0.5,0.49118022158065705,-0.04862856031942323,0.9257260687259962,0.95,0.3626396079723233
R_7IXNpixLXSjItSq,0,none,feature contribution,rho,Additive change margin (ρ),0.2,20,0.5,0.49067511437549005,-0.04983933925812026,0.921683475972481,0.95,0.3948906175155896
R_7IXNpixLXSjItSq,0,none,feature contribution,rho,Additive change margin (ρ),0.25,20,0.5,0.48632191648397016,-0.04996688871715582,0.9168404879098142,0.95,0.4223906175155897
R_7IXNpixLXSjItSq,0,none,feature contribution,rho,Additive change margin (ρ),0.3,20,0.5,0.4831335983221786,-0.04692822994934738,0.9113404879098145,0.95,0.44989061751558956
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,age actionable,Age actionable,0.0,12,0.25,0.23038328487918136,0.047623794037489786,0.9560542175593237,1.0,0.3052274070209915
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.2,0.2086270428946177,0.03433104993933074,0.9583310804546737,1.0,0.24681608986525
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.35,0.3138897492143575,0.05770522399337082,0.9592117580285118,0.25,0.2947353027159783
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.3,0.3153790792210855,0.06376389691806425,0.9556819302479864,0.55,0.27019743230374893
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.2,0.2086270428946177,0.03433104993933074,0.9583310804546737,1.0,0.24681608986525
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.35,0.30464077766914527,0.014641068954337196,0.9482061780549067,0.05,0.3041110500359775
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.4,0.40188775712538594,0.0024801040714889644,0.9433146718522318,0.35,0.3486951806019459
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.2,0.2086270428946177,0.03433104993933074,0.9583310804546737,1.0,0.24681608986525
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.2,0.2086270428946177,0.03433104993933074,0.9583310804546737,1.0,0.24681608986525
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.6,0.593262723014306,0.03765892628355219,0.9463813100322092,1.0,0.41681608986525004
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.75,0.6980228090195768,-0.017126923691554646,0.9352574128686211,1.0,0.58681608986525
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.85,0.795329925517558,-0.07819382773439841,0.9248565653355773,1.0,0.7568160898652501
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.85,0.8228286730108211,-0.12869499761190215,0.9158240368173413,1.0,0.9179389561454803
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.85,0.8255779919706651,-0.16946867100167057,0.906038454220834,1.0,1.0678521786950876
R_7L78tZJ3cQDgpFH,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.85,0.83104515505404,-0.20406345272072102,0.897284620349734,1.0,1.209557773199277
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.05,0.09154982476952006,0.007930604529095525,0.9601102012035007,1.0,0.19933327147706145
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.05,0.09154982476952006,0.007930604529095525,0.9601102012035007,1.0,0.19933327147706145
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.2,0.20099066713816036,0.045006414595655575,0.9603080670199656,1.0,0.26580194184036715
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.2,0.2178401595647041,0.053528683180517886,0.9565150457845608,1.0,0.24722735087774708
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.05,0.09154982476952006,0.007930604529095525,0.9601102012035007,1.0,0.19933327147706145
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.35,0.3570914117409158,-0.02422514840726751,0.9470208645682623,0.9,0.23964785664472266
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.4,0.37768123088745087,-0.026875550611116704,0.9439531651545294,1.0,0.29487430066646736
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.05,0.09154982476952006,0.007930604529095525,0.9601102012035007,1.0,0.19933327147706145
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.05,0.09154982476952006,0.007930604529095525,0.9601102012035007,1.0,0.19933327147706145
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.15,0.2330696297894594,0.01775373599755769,0.9537872137775167,1.0,0.24933327147706147
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.4,0.4305551771673842,0.01678034134935586,0.9507639063020861,1.0,0.29794993848577805
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.5,0.4975015899000573,-0.003938132109363094,0.9452039446476619,1.0,0.34544993848577804
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.55,0.4999559494798419,-0.012214738117402292,0.9397818965684991,1.0,0.392949938485778
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.45,0.4858411361050384,-0.017556473628198174,0.9357304384449385,1.0,0.43833994061293124
R_7MBioYOD8gq6nT3,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.5,0.48339608800146605,-0.018442610125434664,0.9294266115528387,1.0,0.4833399406129312
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.55,0.56749724738791,0.07445322975083354,0.9508323512838226,1.0,0.3837728289453487
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.5,0.5377537983886462,0.06949949003859765,0.9502418602949184,0.7,0.3950929912482996
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.5,0.5377537983886462,0.06949949003859765,0.9502418602949184,0.7,0.3950929912482996
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.6,0.5880114224138058,0.0607036119997217,0.9455877388323299,0.9,0.383490251777095
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.5,0.472578118645432,0.04883003000986391,0.9452724384963844,1.0,0.3520809656757516
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.55,0.48978366952627594,0.06644404561148609,0.945853863275042,0.25,0.45080760019312677
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.5,0.4182089079436439,0.05293638853122754,0.9441695138402194,0.35,0.5442795056287026
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.5,0.5377537983886462,0.06949949003859765,0.9502418602949184,0.7,0.3950929912482996
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.4,0.3433684973974716,0.06342662872524774,0.9577914655958887,0.7,0.2750929912482996
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.5377537983886462,0.06949949003859765,0.9502418602949184,0.7,0.3950929912482996
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.6156782834848167,0.04568433607725538,0.9462202250792012,0.7,0.5127405794437829
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.7,0.6645668790172123,0.0188340708149053,0.9387909008238207,0.7,0.630240579443783
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.8,0.7653455625930942,-0.016556962778264718,0.929766776426489,0.7,0.7439110181043371
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.9,0.8538951905707493,-0.04578326385586634,0.9235349423251569,0.7,0.8534532070033858
R_7PsMTUjq8Wa1btt,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.9,0.86311410920621,-0.0815080494648473,0.9186822562534465,0.7,0.9602439911608178
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.85,0.7266875912601702,0.05142164017608479,0.9429017719349929,1.0,0.4212781942909173
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.85,0.7266875652318597,0.0545011337956815,0.9428863104953698,0.95,0.42135550148903256
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.65,0.5748663175535341,0.05403945475833335,0.95131759881351,0.85,0.4387628549980332
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.85,0.7266875652318597,0.0545011337956815,0.9428863104953698,0.95,0.42135550148903256
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.75,0.6566810395176178,0.023354123549761248,0.9442681625338818,1.0,0.3801993238866784
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.65,0.6364903781888759,0.02796814651751677,0.9424443999322758,0.2,0.44907740664226353
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.65,0.6339716392940485,0.03759588877506591,0.9395656697707556,0.6,0.5536496402602192
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.85,0.7266875652318597,0.0545011337956815,0.9428863104953698,0.95,0.42135550148903256
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.35635442396762695,0.05857873886341245,0.9567644220848658,0.95,0.25135550148903263
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.6,0.552686250813248,0.0710699278004255,0.9475115221606547,0.95,0.3363555014890326
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.85,0.7266875652318597,0.0545011337956815,0.9428863104953698,0.95,0.42135550148903256
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.85,0.8032820081374936,0.02261554100919459,0.9368783731437862,0.95,0.5063555014890325
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.85,0.8283284410955692,-0.006074162187715679,0.9286710173821694,0.95,0.5899959460373102
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.85,0.8427467174081033,-0.023374764670441226,0.920727517938358,0.95,0.6721082356956505
R_7QQowZQ43kZcCj7,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.9,0.8643068270415595,-0.03426744079341569,0.9142378483295367,0.95,0.7516410749207644
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,age actionable,Age actionable,0.0,20,0.25,0.2902640482078773,0.028060094537913617,0.9565719972996218,1.0,0.29121980253281954
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,age actionable,Age actionable,1.0,20,0.25,0.28986227068134174,0.028417121894384785,0.9567689225928729,1.0,0.2902351760665637
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.25,0.28986227068134174,0.028417121894384785,0.9567689225928729,1.0,0.2902351760665637
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.3,0.33393887118001414,0.011369013005057136,0.9581061730772904,1.0,0.17520978522277142
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.342209000692042,0.007165053789952339,0.9585096752934685,1.0,0.1567207691031919
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,eta,Explanation reliance (η),0.0,20,0.2,0.22003430256605144,0.0031249494006043927,0.9514887990942027,0.4,0.29350987979991583
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,eta,Explanation reliance (η),0.5,20,0.3,0.3049383763017408,0.002551746518918663,0.9472938839934967,0.6,0.34302999820072233
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,eta,Explanation reliance (η),1.0,20,0.25,0.28986227068134174,0.028417121894384785,0.9567689225928729,1.0,0.2902351760665637
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,rho,Additive change margin (ρ),0.0,20,0.25,0.28986227068134174,0.028417121894384785,0.9567689225928729,1.0,0.2902351760665637
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,rho,Additive change margin (ρ),0.05,20,0.3,0.4003563353201069,0.035189150846679826,0.9508375838481111,0.9,0.3402351760665637
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.5665858098123238,0.01980236760341108,0.945028730742953,0.9,0.3902351760665637
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.6331415073950901,0.001836199825749768,0.9390415426523513,0.9,0.43821818600693163
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,rho,Additive change margin (ρ),0.2,20,0.65,0.6302642530138595,-0.016457899071717054,0.934739020940472,0.9,0.48161047026686654
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,rho,Additive change margin (ρ),0.25,20,0.65,0.6260237177007648,-0.03159296924269941,0.9291905109080328,0.9,0.5199665935180915
R_7Xi0pALCUOc3Fh1,1,attribution,feature contribution,rho,Additive change margin (ρ),0.3,20,0.65,0.6217234640416319,-0.04104675476217641,0.9241268669193721,0.9,0.5503623748612148
R_7arfHhy57BRFG9z,0,none,feature contribution,age actionable,Age actionable,0.0,20,0.4,0.4055425910429532,-0.018929046524780103,0.937460224298382,1.0,0.382566224375683
R_7arfHhy57BRFG9z,0,none,feature contribution,age actionable,Age actionable,1.0,20,0.2,0.22003430256605147,0.003124949400604392,0.9514887990942027,0.4,0.29350987979991583
R_7arfHhy57BRFG9z,0,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.4,0.4055425910429532,-0.018929046524780103,0.937460224298382,1.0,0.382566224375683
R_7arfHhy57BRFG9z,0,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.4,0.40777778597689257,-0.020716492908791056,0.9449501587810285,1.0,0.26774298132902596
R_7arfHhy57BRFG9z,0,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.357082899983003,-0.021627524175552148,0.9461875793816377,1.0,0.23742980959523258
R_7arfHhy57BRFG9z,0,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.4,0.4055425910429532,-0.018929046524780103,0.937460224298382,1.0,0.382566224375683
R_7arfHhy57BRFG9z,0,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.4980581012258246,-0.028329795172104922,0.9325329621577121,1.0,0.4158862726464932
R_7arfHhy57BRFG9z,0,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.5640327485468951,-0.03788953732167194,0.927706938072479,1.0,0.4483862726464932
R_7arfHhy57BRFG9z,0,none,feature contribution,rho,Additive change margin (ρ),0.15,20,0.6,0.5872541480743056,-0.04732858987580215,0.9224918838758164,1.0,0.4795893369076878
R_7arfHhy57BRFG9z,0,none,feature contribution,rho,Additive change margin (ρ),0.2,20,0.6,0.5817590247232214,-0.05295270946125121,0.9194145009758647,1.0,0.505404574628001
R_7arfHhy57BRFG9z,0,none,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.567971592496696,-0.05582336854280114,0.9161687004232679,1.0,0.5279045746280011
R_7arfHhy57BRFG9z,0,none,feature contribution,rho,Additive change margin (ρ),0.3,20,0.55,0.5447254939596109,-0.05482374706768221,0.9122877821885197,1.0,0.5502687414988914
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.35,0.34060804756458246,0.03939489733537628,0.9557402031068885,1.0,0.36042893477471594
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.35,0.3424649518771704,0.05382005596855359,0.951834496091666,0.45,0.3913574461818065
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.25,0.26083236448662517,0.06369038481912856,0.9527508461344351,0.3,0.4203709600165889
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.35,0.3424649518771704,0.05382005596855359,0.951834496091666,0.45,0.3913574461818065
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.4,0.35609746350127447,0.01200400398951717,0.9459150660971147,1.0,0.3222094700371769
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.25,0.20550119980943204,0.05023345827378013,0.9515937059044287,0.05,0.29789103125259264
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.35,0.3424649518771704,0.05382005596855359,0.951834496091666,0.45,0.3913574461818065
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.3,0.2643005953708487,0.0647995547028958,0.9594049149610635,0.95,0.26329287350143676
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.3424649518771704,0.05382005596855359,0.951834496091666,0.45,0.3913574461818065
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.35,0.41819676919927734,0.059889639734572106,0.9483096223599867,0.45,0.4963574461818065
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.5,0.4893509038381608,0.045740599743196074,0.9465057397424829,0.45,0.6013574461818065
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.65,0.5829874735567556,0.02124909432293887,0.9400915366306899,0.45,0.7057167061492159
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.7,0.6341715455340113,-0.00981088047588519,0.934793645706848,0.45,0.8062035144848133
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.7,0.6447573875992706,-0.03154659812918383,0.9304209299920332,0.45,0.9020020781431052
R_7dLdPi0fchuvKbu,1,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.65,0.6345857774528292,-0.037308695197542464,0.929662257990579,0.45,0.9911922993887184
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,age actionable,Age actionable,0.0,20,0.45,0.4089129972622188,0.015331597090597598,0.9475480504810015,1.0,0.2803977829898834
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,age actionable,Age actionable,1.0,20,0.45,0.4089129972622188,0.015331597090597598,0.9475480504810015,1.0,0.2803977829898834
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.45,0.4544716656947735,0.05863331875259527,0.9507871185713805,0.7,0.3572202287512684
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.5,0.5023729537217818,0.06751977342043142,0.9451304883730497,0.9,0.335921166508408
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.45,0.4089129972622188,0.015331597090597598,0.9475480504810015,1.0,0.2803977829898834
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.0,20,0.45,0.38582009266458667,-0.01605647053037825,0.9373782000519586,0.45,0.34938142700860514
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,eta,Explanation reliance (η),0.5,20,0.55,0.5160329546669328,-0.016073454709279032,0.9275976126165751,1.0,0.382907070413245
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,eta,Explanation reliance (η),1.0,20,0.45,0.4089129972622188,0.015331597090597598,0.9475480504810015,1.0,0.2803977829898834
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.0,20,0.1,0.13755106079098414,0.011412475519523126,0.9571562087941562,1.0,0.20289778298988334
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.05,20,0.45,0.4089129972622188,0.015331597090597598,0.9475480504810015,1.0,0.2803977829898834
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.1,20,0.6,0.5618539042569033,-0.010000775803939977,0.9384395712066308,1.0,0.35624370231067864
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.15,20,0.6,0.5881349641096743,-0.04056054926823124,0.9317913814162473,1.0,0.43124370231067866
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.2,20,0.6,0.5916778465661944,-0.0546748015124918,0.9246655216977169,1.0,0.5062437023106787
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.593260385295097,-0.06906833279413567,0.9191710265563457,1.0,0.5770913647725088
R_7gJ0bylGgi6iHe1,0,counterfactual,feature contribution,rho,Additive change margin (ρ),0.3,20,0.6,0.5931301627671116,-0.0845759923058272,0.9129283864273019,1.0,0.6429500043710681
R_7ojrp9raD1YDwJj,0,none,feature contribution,age actionable,Age actionable,0.0,20,0.35,0.36063025436254276,-0.02123799960064856,0.943846139385349,1.0,0.387817114354964
R_7ojrp9raD1YDwJj,0,none,feature contribution,age actionable,Age actionable,1.0,20,0.25,0.25086700800447576,0.003117136070952928,0.9508934048096247,0.35,0.3136949590356116
R_7ojrp9raD1YDwJj,0,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.35,0.36063025436254276,-0.02123799960064856,0.943846139385349,1.0,0.387817114354964
R_7ojrp9raD1YDwJj,0,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.35,0.3545903722999489,-0.024400007945462494,0.9490587123843242,1.0,0.27839568828935385
R_7ojrp9raD1YDwJj,0,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.35,0.3551450519151077,-0.02661259778173224,0.9480438769392286,1.0,0.2546501983717234
R_7ojrp9raD1YDwJj,0,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.35,0.36063025436254276,-0.02123799960064856,0.943846139385349,1.0,0.387817114354964
R_7ojrp9raD1YDwJj,0,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.5,0.44327675463247945,-0.02661131401724954,0.9381650787321997,1.0,0.4461371626257744
R_7ojrp9raD1YDwJj,0,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.55,0.5526387961054494,-0.03532164185470872,0.9301559646931207,1.0,0.5036371626257743
R_7ojrp9raD1YDwJj,0,none,feature contribution,rho,Additive change margin (ρ),0.15,20,0.6,0.5682928973604554,-0.05484093082517806,0.9220023177355392,1.0,0.5611371626257743
R_7ojrp9raD1YDwJj,0,none,feature contribution,rho,Additive change margin (ρ),0.2,20,0.6,0.577314766550756,-0.07101235025322175,0.9182924594019097,1.0,0.6149343409674908
R_7ojrp9raD1YDwJj,0,none,feature contribution,rho,Additive change margin (ρ),0.25,20,0.6,0.5707156422301168,-0.07843617945812546,0.9166070743761233,1.0,0.6665387182851069
R_7ojrp9raD1YDwJj,0,none,feature contribution,rho,Additive change margin (ρ),0.3,20,0.55,0.5613576733663586,-0.08392498438747663,0.9116596297692077,1.0,0.7164028851559973
R_7xWlSJ5Zdqog9gt,1,none,feature contribution,age actionable,Age actionable,0.0,20,0.6,0.5603139607561574,-0.0003695543475725746,0.9416266369317997,1.0,0.5462263775787071
R_7xWlSJ5Zdqog9gt,1,none,feature contribution,age actionable,Age actionable,1.0,20,0.55,0.504071310195693,0.06671805633247403,0.9429387635639748,0.2,0.4974217104755221
R_7xWlSJ5Zdqog9gt,1,none,feature contribution,alpha,Global relevance reliance (α),0.0,20,0.6,0.5603139607561574,-0.0003695543475725746,0.9416266369317997,1.0,0.5462263775787071
R_7xWlSJ5Zdqog9gt,1,none,feature contribution,alpha,Global relevance reliance (α),0.5,20,0.6,0.5527392315624895,-0.016449394709783217,0.9362781693241555,1.0,0.5193637829715383
R_7xWlSJ5Zdqog9gt,1,none,feature contribution,alpha,Global relevance reliance (α),1.0,20,0.6,0.567266485420776,-0.03738016350997488,0.9283060044642293,1.0,0.48230084473994383
R_7xWlSJ5Zdqog9gt,1,none,feature contribution,rho,Additive change margin (ρ),0.0,20,0.45,0.4365736478438178,0.018315066048669486,0.949057767393719,1.0,0.40622637757870705
R_7xWlSJ5Zdqog9gt,1,none,feature contribution,rho,Additive change margin (ρ),0.05,20,0.6,0.5603139607561574,-0.0003695543475725746,0.9416266369317997,1.0,0.5462263775787071
R_7xWlSJ5Zdqog9gt,1,none,feature contribution,rho,Additive change margin (ρ),0.1,20,0.7,0.6617175130746615,-0.0483866205432205,0.9322304124074945,1.0,0.6862263775787071
