participant,direction-qualified cohort (0/1),xai,model family,parameter,parameter label,parameter value,case,instance id,success,target confidence gain,boundary improvement,plausibility,actionability,edit L1
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,0.0,14,160219,0.0,-0.05078614352349231,-0.08981607148905338,0.9460047044020696,1.0,1.1862005566289484
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,0.0,15,160218,1.0,0.94453097935119,-0.006988463920623314,0.9446931530819916,1.0,0.4358514679808798
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,0.0,16,160215,0.0,-0.07759900172126422,-0.20523901432790648,0.9060234137659106,1.0,1.018825670089888
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,0.0,17,160209,1.0,0.999993735243276,0.001978718651743011,0.886070235240769,1.0,0.6442656842437879
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,0.0,18,160216,1.0,0.9424046057995575,-0.15507137561765375,0.9245556709870659,1.0,1.092524797740957
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,0.0,19,160206,0.0,1.969755090147629e-07,0.213788630793463,0.8886694784864727,1.0,1.338283630756734
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,0.0,20,160208,0.0,0.23463449184783436,0.06821846462896786,0.966392832083226,1.0,0.8470595139321153
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,1,160201,0.0,0.15465702535440007,0.18999888384061026,0.9032912604183008,1.0,0.9263472134575759
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,2,160213,0.0,0.024879875289638097,0.009894131103274084,0.9707338628024964,0.0,0.8085396474589814
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,3,160210,1.0,0.9558060024319777,-0.12032227178501072,0.955109497749083,0.0,1.0800178682643424
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,4,160202,1.0,0.7080630994970134,0.01808831485869692,0.9785642194565908,0.0,0.22848802840495835
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,5,160211,0.0,0.27633784471518935,0.03980823693606192,0.9613779515300558,0.0,0.9313646096458953
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,6,160214,1.0,0.9959595387982584,-0.33642982357008056,0.9783523494221666,0.0,0.9017918271923837
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,7,160203,1.0,0.7774092758314215,0.025045515974186916,0.9235357213431207,0.0,0.7473309609525095
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,8,160212,1.0,0.7546510569030502,-0.016034501210213985,0.942458048477006,0.0,1.5270099566727027
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,9,160200,1.0,0.6042706139340069,0.08819165108956849,0.9720568947457561,0.0,0.8531026917396449
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,10,160204,1.0,0.9681677977791572,-0.12540181824645483,0.9595161264313551,0.0,0.6954460165179907
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,11,160217,1.0,0.844137465661593,-0.1687857975506183,0.9201449643248744,0.0,1.0575572582077741
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,12,160207,1.0,0.8792247589990538,0.1692616258575646,0.9085701789872553,1.0,0.8035073917965494
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,13,160205,1.0,0.9999748883154796,0.0949976218273331,0.9152875773769515,0.0,1.3447746359254003
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,14,160219,1.0,0.7698836485038404,0.004632452160821421,0.9160436796481445,0.0,1.3093022536358419
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,15,160218,1.0,0.94453097935119,-0.006988463920623314,0.9446931530819916,1.0,0.4358514679808798
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,16,160215,0.0,-0.07720975993511914,-0.012621809743502098,0.9164801121029007,0.0,0.9594266583162498
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,17,160209,1.0,0.999993735243276,0.001978718651743011,0.886070235240769,1.0,0.6442656842437879
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,18,160216,0.0,-0.024177919077925547,-0.03360781629797274,0.9325512287774128,0.0,0.9859673853065851
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,19,160206,0.0,3.9268832630057204e-10,0.3430117443450418,0.9150892179386259,0.0,1.2454880251621205
R_6I5GvkY1dba6Sm6,1,none,feature contribution,age actionable,Age actionable,1.0,20,160208,0.0,0.23463449184783436,0.06821846462896786,0.966392832083226,1.0,0.8470595139321153
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,1,160204,1.0,0.8939673573614261,0.008495826641035799,0.986465870094869,1.0,0.0676706495256551
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,2,160211,0.0,0.27032819727861007,0.04794732218988873,0.9316789511052412,1.0,0.5698286077483339
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,3,160212,0.0,0.2533687236341419,0.022665971687585447,0.9433606346843312,1.0,0.2831968265783443
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,4,160201,1.0,0.982771790209239,0.15644181653178874,0.9363886897719603,1.0,0.651328738277355
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,5,160203,0.0,0.3424520475700309,0.04873116871072125,0.9555344782446256,1.0,0.32131262676929995
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,6,160200,0.0,0.4198666351704237,0.08854982340933258,0.9292347724488679,1.0,0.2570837923591773
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,7,160213,1.0,0.9827411008443828,0.011366516672986382,0.9540805679979585,1.0,0.4155466725239991
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,8,160210,0.0,-0.0018885023931682781,-0.029015902651770828,0.9530059548847202,1.0,0.35889993675238735
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,9,160214,0.0,0.04680255204938599,-0.04095834055555977,0.9530952276949967,1.0,0.23452386152501686
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,10,160202,0.0,0.05342589595491301,-0.01297176294651272,0.9673920275481661,1.0,0.16303986225916944
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,11,160217,1.0,0.47089091652660087,0.02074854350047739,0.9554797464269582,1.0,0.22260126786520884
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,12,160207,1.0,0.8784629818225416,0.11575867361818243,0.9423118131726347,1.0,0.3973142864406307
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,13,160209,1.0,0.9654248244226606,0.10530245933391869,0.9244559650721919,1.0,0.4476023066834918
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,14,160216,1.0,0.9097643865524028,-0.02213179644760735,0.9620656011417629,1.0,0.4781767428799239
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,15,160218,1.0,0.9371208628574322,0.02768282048283459,0.9586833549199687,1.0,0.20658322540015672
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,16,160205,0.0,0.3476825478264437,0.252861593560158,0.9389615848413355,1.0,0.4959493631255943
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,17,160215,0.0,-0.07263236936418549,-0.09599892483561567,0.9569371949847919,1.0,0.3717953268366487
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,18,160219,0.0,0.38158682164908075,0.03342772651541681,0.9509772802838536,1.0,0.2763501079577231
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,19,160208,0.0,0.014246039767015217,0.030867662314935873,0.9568408705617455,1.0,0.3013339372969662
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.0,20,160206,0.0,0.0005129247376631785,0.3548877045164479,0.948143843139998,1.0,0.5029327537088659
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,1,160204,1.0,0.9670585318593953,-0.03570436837698698,0.976465870094869,1.0,0.1176706495256551
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,2,160211,1.0,0.7308079646028321,0.0469003284934712,0.9285775386820226,1.0,0.6698286077483339
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,3,160212,0.0,0.4526174842729004,0.03532367026551587,0.9333606346843312,1.0,0.33319682657834426
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,4,160201,1.0,0.9910179489355715,0.1621360861796094,0.9192261235810583,1.0,0.751328738277355
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,5,160203,0.0,0.4607531497067867,0.05921975034580951,0.967035697731086,1.0,0.4213126267692999
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,6,160200,0.0,0.27742273872974105,0.0675506017710611,0.9453329441703792,1.0,0.35708379235917725
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,7,160213,1.0,0.991255068951478,-0.032736057609365626,0.9440805679979585,1.0,0.4655466725239991
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,8,160210,0.0,0.008524596389521001,0.02098409734822916,0.9430059548847202,1.0,0.40889993675238734
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,9,160214,0.0,0.18013012552092833,0.008783298494455895,0.9430952276949967,1.0,0.2845238615250168
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,10,160202,0.0,0.1262718713787752,0.013396230480628414,0.9473920275481661,1.0,0.2630398622591695
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,11,160217,1.0,0.5644874568027105,0.011153926258519298,0.9454797464269582,1.0,0.2726012678652088
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,12,160207,1.0,0.9557973882612624,0.07564733751173558,0.9323118131726347,1.0,0.44731428644063076
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,13,160209,1.0,0.9829398437655431,0.09179104668702112,0.914455965072192,1.0,0.49760230668349176
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,14,160216,1.0,0.695635370994082,0.009060477254331428,0.9428813523268924,1.0,0.5781767428799239
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,15,160218,1.0,0.9412429424097541,0.026808047028790402,0.9486833549199687,1.0,0.25658322540015677
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,16,160205,0.0,0.2718553067645285,0.2637120879116728,0.9376195413323216,1.0,0.5459493631255943
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,17,160215,0.0,-0.07562877348661445,-0.143996228470295,0.9659811935864803,1.0,0.4217953268366486
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,18,160219,0.0,0.20638827026928497,0.01684417757054396,0.9609772802838537,1.0,0.3263501079577231
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,19,160208,0.0,-0.008819260325947265,0.025427449422266046,0.9667961970197502,1.0,0.35133393729696616
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.05,20,160206,0.0,0.0015657895925107468,0.40463349155444983,0.958143843139998,1.0,0.552932753708866
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,1,160204,1.0,0.968483942313236,-0.08398393270230475,0.966465870094869,1.0,0.1676706495256551
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,2,160211,1.0,0.9289612608128899,-0.047183549843209355,0.9285775386820226,1.0,0.7698286077483338
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,3,160212,1.0,0.8514381647276055,0.014065440966083927,0.9233606346843312,1.0,0.3831968265783443
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,4,160201,1.0,0.9950476938091753,0.16213608617960942,0.9095758553372928,1.0,0.851328738277355
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,5,160203,1.0,0.9693990855831908,-0.0031320849639782655,0.9572038124814641,1.0,0.5213126267693
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,6,160200,1.0,0.7354182547299067,0.07319213065819956,0.953585335007414,1.0,0.4570837923591773
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,7,160213,1.0,0.9922584600849204,-0.06137844763017386,0.9340805679979585,1.0,0.5155466725239991
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,8,160210,1.0,0.6127905369220392,0.061942464744040124,0.9330059548847202,1.0,0.4588999367523874
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,9,160214,0.0,0.31358552666805073,0.03532879219142208,0.9515994908420987,1.0,0.33452386152501684
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,10,160202,0.0,0.3244328956509831,0.042584215164089646,0.9273920275481661,1.0,0.3630398622591694
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,11,160217,1.0,0.4687778741249311,0.02021807736206066,0.9407495923402382,1.0,0.3226012678652088
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,12,160207,1.0,0.9839630441054991,0.07062496637960669,0.9312617116161046,1.0,0.4973142864406307
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,13,160209,1.0,0.9929898288939273,0.05534249976820477,0.9048675952289355,1.0,0.5476023066834919
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,14,160216,1.0,0.5405244738038687,0.026466265392141003,0.9346064928582799,1.0,0.6781767428799239
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,15,160218,1.0,0.9255679557705839,-0.00644991199098828,0.9386833549199687,1.0,0.3065832254001567
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,16,160205,0.0,0.1312399114752112,0.21492662813740626,0.9448386704159948,1.0,0.5959493631255943
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,17,160215,0.0,-0.0750206266245248,-0.1219165130109773,0.9611761063300817,1.0,0.47179532683664865
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,18,160219,0.0,0.019143855650027075,-0.012027497707696344,0.9595676718833731,1.0,0.37635010795772306
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,19,160208,0.0,-0.010529857989768132,0.017882584701678472,0.9567961970197502,1.0,0.4013339372969662
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.1,20,160206,0.0,0.005514878164967096,0.44648833501998936,0.9531578728730852,1.0,0.6029327537088659
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,1,160204,1.0,0.9684965939050596,-0.09822254596896796,0.9645302317908109,1.0,0.17734884104594537
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,2,160211,1.0,0.9734994505735729,-0.13915775916045678,0.9285775386820226,1.0,0.8698286077483339
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,3,160212,1.0,0.9656363741652507,-0.014635021035577393,0.9133606346843312,1.0,0.43319682657834424
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,4,160201,1.0,0.9997692805029986,0.16122412130450028,0.9083817325350346,1.0,0.9513287382773551
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,5,160203,1.0,0.9841233323432732,-0.047863350174763175,0.9372038124814641,1.0,0.6213126267693
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,6,160200,1.0,0.9820568399057352,0.0041543749827707005,0.9660918749766834,1.0,0.5570837923591773
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,7,160213,1.0,0.9923789561223829,-0.03777237658200419,0.9240805679979585,1.0,0.5655466725239991
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,8,160210,1.0,0.9943993334355737,0.011942464744040135,0.9230059548847201,1.0,0.5088999367523873
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,9,160214,0.0,0.23457448962972735,0.028529639227830007,0.9615994908420987,1.0,0.3845238615250169
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,10,160202,1.0,0.6759148571812824,0.03714293796330715,0.9261407035748371,1.0,0.4630398622591695
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,11,160217,0.0,0.33678080188691617,0.030252121923186215,0.9343395902103084,1.0,0.37260126786520886
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,12,160207,1.0,0.992431330476219,0.04841077327261076,0.9412617116161046,1.0,0.5473142864406307
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,13,160209,1.0,0.9968417877401585,0.028128212946365333,0.9148675952289355,1.0,0.5976023066834918
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,14,160216,0.0,0.2550694011579695,0.022356658717798544,0.932173975461595,1.0,0.7781767428799239
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,15,160218,1.0,0.8940119016924526,-0.10767210058630096,0.9300640325011259,1.0,0.35658322540015674
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,16,160205,0.0,0.06297759947700787,0.16457705615178536,0.9507438366577489,1.0,0.6459493631255943
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,17,160215,0.0,-0.07351327747325087,-0.08524788008193476,0.9511761063300816,1.0,0.5217953268366486
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,18,160219,0.0,-0.04094708196062091,-0.045341856289206006,0.9580526306008205,1.0,0.4263501079577231
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,19,160208,0.0,-0.01080752561156162,0.004033591146357041,0.9467961970197502,1.0,0.45133393729696625
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.15,20,160206,0.0,0.012217643734673378,0.47895303567049563,0.9431578728730852,1.0,0.6529327537088659
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,1,160204,1.0,0.9684965939050596,-0.09822254596896796,0.9645302317908109,1.0,0.17734884104594537
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,2,160211,1.0,0.9802260624623385,-0.15583443917550985,0.9285775386820226,1.0,0.9698286077483338
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,3,160212,1.0,0.9842214176483773,-0.059565501561006325,0.9033606346843311,1.0,0.4831968265783443
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,4,160201,1.0,0.9999790003819129,0.1345122632504948,0.9262154581655139,1.0,1.051328738277355
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,5,160203,1.0,0.9845855116708092,-0.07943550942524708,0.9172038124814641,1.0,0.7213126267693
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,6,160200,1.0,0.9881447872391692,-0.074544280946109,0.9719095096844412,1.0,0.6570837923591772
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,7,160213,1.0,0.9923792717961543,-0.024935678121421306,0.9293987111874253,1.0,0.6155466725239991
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,8,160210,1.0,0.9979044553026393,-0.03805753525595988,0.9130059548847201,1.0,0.5588999367523874
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,9,160214,0.0,0.13998675442682723,0.009567254406466198,0.9678290552271608,1.0,0.43452386152501693
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,10,160202,1.0,0.882178662047524,-0.0106705202686301,0.9261407035748371,1.0,0.5630398622591695
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,11,160217,0.0,0.07684165161709611,0.0035479845890951656,0.9409013706363298,1.0,0.4226012678652089
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,12,160207,1.0,0.9974665917896677,0.015185301635119941,0.9333868387334417,1.0,0.5973142864406307
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,13,160209,1.0,0.9979819320221833,-0.006058132237028613,0.9072822073285365,1.0,0.6476023066834918
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,14,160216,0.0,0.025946674298958694,-0.00143060563694411,0.9235847919398684,1.0,0.8781767428799239
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,15,160218,1.0,0.9024933719499703,-0.0790476404987054,0.9400640325011259,1.0,0.4065832254001567
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,16,160205,0.0,0.025828084199131962,0.10159216534254364,0.9598541753599471,1.0,0.6959493631255943
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,17,160215,0.0,-0.07297243908095152,-0.06294374257487359,0.9411761063300816,1.0,0.5717953268366487
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,18,160219,0.0,-0.05038558190196896,-0.08019383331185648,0.9601212830699052,1.0,0.47635010795772303
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,19,160208,0.0,-0.011212346499392511,-0.014064654708615065,0.9367961970197501,1.0,0.5013339372969663
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.2,20,160206,0.0,0.01773388300347678,0.4842792338381228,0.9331578728730852,1.0,0.7029327537088659
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,1,160204,1.0,0.9684965939050596,-0.09822254596896796,0.9645302317908109,1.0,0.17734884104594537
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,2,160211,1.0,0.9797500905442541,-0.14878037158387014,0.9186507919832307,1.0,1.0698286077483339
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,3,160212,1.0,0.9854155703107492,-0.10956550156100633,0.8933606346843311,1.0,0.5331968265783442
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,4,160201,1.0,0.9999896559797923,0.09318067518964801,0.9262154581655139,1.0,1.1513287382773552
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,5,160203,1.0,0.984594337664123,-0.19526120450054263,0.9337198189477722,1.0,0.8213126267693
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,6,160200,1.0,0.9882135330609639,-0.17454428094610897,0.9617378701359125,1.0,0.7570837923591773
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,7,160213,1.0,0.992314214034363,-0.007680429527291782,0.9193987111874253,1.0,0.6655466725239991
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,8,160210,1.0,0.9979349026272722,-0.08805753525595987,0.9030059548847201,1.0,0.6088999367523873
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,9,160214,0.0,0.04127294135120582,-0.014411793287910778,0.9578290552271608,1.0,0.48452386152501686
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,10,160202,1.0,0.9536769057972055,-0.06294574050270146,0.9198034487567537,1.0,0.6630398622591694
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,11,160217,0.0,-0.07212746268198933,-0.0189682520234416,0.9509013706363298,1.0,0.47260126786520884
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,12,160207,1.0,0.9988199236107008,0.02837205804294396,0.9233868387334417,1.0,0.6473142864406307
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,13,160209,1.0,0.9982933962364491,0.003955840557093526,0.901978936197474,1.0,0.6976023066834918
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,14,160216,0.0,-0.01812913606168942,-0.026970163709605394,0.9060634978391774,1.0,0.978176742879924
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,15,160218,1.0,0.8746153107566402,-0.06379616882628254,0.9500640325011259,1.0,0.4565832254001567
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,16,160205,0.0,0.007604115107713083,0.06157300213422279,0.9538571218770595,1.0,0.7459493631255942
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,17,160215,0.0,-0.07231780092483342,-0.05460171657670123,0.9311761063300816,1.0,0.6217953268366487
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,18,160219,0.0,-0.051242155141977386,-0.12015991156469075,0.9501212830699052,1.0,0.5263501079577231
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,19,160208,0.0,-0.011519454393759676,-0.031217203912757036,0.9267961970197501,1.0,0.5513339372969662
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.25,20,160206,0.0,0.020500295397648305,0.470847397704027,0.9298032911729611,1.0,0.7529327537088659
R_6J90tRZsF1dbkUv,0,none,weighted examples,rho,Additive change margin (ρ),0.3,1,160204,1.0,0.9684965939050596,-0.09822254596896796,0.9645302317908109,1.0,0.17734884104594537
