variant,representation,scope,lapse_global,decay,distance,selection_spread,edit_blend,age_actionable,margin,in_sample_selection_nll,in_sample_expected_selection_f1,in_sample_map_selection_f1,in_sample_exact_subset_accuracy,in_sample_cardinality_mae,in_sample_amount_mae,in_sample_direction_accuracy,in_sample_zero_amount_mae,cv_selection_nll,cv_expected_selection_f1,cv_map_selection_f1,cv_exact_subset_accuracy,cv_cardinality_mae,cv_amount_mae,cv_direction_accuracy,cv_zero_amount_mae,participant,xai,testing_cases,selected_by_cv,locked_feature,fixed_cardinality
base_exemplar,base,exemplar,0.4,0.5,6.0,8.0,0.0,1,0.1,1.2144031326459541,0.3071614615905479,0.35,0.35,0.0,0.16408949068302128,0.8,0.30514930803040496,1.3784043498240481,0.2915322883248077,0.3,0.3,0.0,0.17485798389635893,0.8,0.305149308030405,R_19vxEDR7cSM6KtE,none,20,0,glucose,1
base_prototype,base,prototype,0.4,0.5,nan,8.0,0.0,1,0.1,1.2252297345184915,0.30292986376347464,0.35,0.35,0.0,0.17031210393701685,0.8,0.30514930803040496,1.2558785066075606,0.30029370103356834,0.4,0.4,0.0,0.1953961679632102,0.8,0.305149308030405,R_19vxEDR7cSM6KtE,none,20,1,glucose,1
additive_exemplar,additive,exemplar,0.4,0.25,24.0,0.025,0.0,1,0.4,1.390751756024836,0.249027081464338,0.2,0.2,0.0,0.21213812115403696,0.85,0.41277548437695,1.3943935874643802,0.24810440642915607,0.15,0.15,0.0,0.22072064783793408,0.85,0.4127754843769499,R_1EuK2V9UeTSvnUv,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,0.025,0.0,1,0.3,1.4096042324390186,0.24423992626798424,0.0,0.0,0.0,0.22630755001947608,0.8,0.41277548437695,1.4096042324390183,0.24423992626798424,0.0,0.0,0.0,0.23926877508267613,0.8,0.4127754843769499,R_1EuK2V9UeTSvnUv,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.0,24.0,8.0,0.0,1,0.3,1.1386881280481511,0.3368205062901308,0.25,0.25,0.0,0.26122334931586616,0.85,0.41277548437695,1.1567934154297281,0.3331276908522235,0.25,0.25,0.0,0.2614541030320173,0.85,0.4127754843769499,R_1EuK2V9UeTSvnUv,attribution,20,1,glucose,1
base_prototype,base,prototype,0.4,0.0,nan,4.0,0.0,1,0.2,1.2268821468081423,0.31972124002343255,0.4,0.4,0.0,0.26060495781955284,0.8,0.41277548437695,1.3022507209099898,0.29400247379028344,0.4,0.4,0.0,0.28060495781955286,0.8,0.4127754843769499,R_1EuK2V9UeTSvnUv,attribution,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,0.5,24.0,8.0,0.0,1,0.1,1.06374846389304,0.43497964737060474,0.35,0.35,0.0,0.15843581388050706,0.85,0.24371113257413501,1.2576144723363993,0.3772894229521594,0.35,0.35,0.0,0.1745793539701579,0.8,0.24371113257413496,R_1PS5HhdXTd7lZpJ,counterfactual,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,1.0,0.0,1,0.05,1.180081725876017,0.33767554374611103,0.35,0.35,0.0,0.16682357853103774,0.8,0.24371113257413501,1.3007614920731247,0.3262028185544759,0.35,0.35,0.0,0.17682357853103775,0.8,0.24371113257413496,R_1PS5HhdXTd7lZpJ,counterfactual,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.5,24.0,8.0,0.0,1,0.05,1.1176440849785778,0.3505278495616219,0.15,0.15,0.0,0.1405154857799002,0.85,0.24371113257413501,1.1176440849785778,0.3505278495616219,0.15,0.15,0.0,0.1455154857799002,0.85,0.24371113257413496,R_1PS5HhdXTd7lZpJ,counterfactual,20,1,glucose,1
base_prototype,base,prototype,0.4,0.0,nan,2.0,0.0,1,0.0,1.1862011207265488,0.333307585525905,0.45,0.45,0.0,0.13589383822556494,0.8,0.24371113257413501,1.2995202026344006,0.295547816156296,0.35,0.35,0.0,0.14468484733610953,0.8,0.24371113257413496,R_1PS5HhdXTd7lZpJ,counterfactual,20,0,glucose,1
counterfactual_exemplar,counterfactual,exemplar,0.4,0.0,12.0,2.0,0.5,1,0.1,1.0376215846983599,0.39106818382766384,0.6,0.6,0.0,0.07983985395367403,0.95,0.24371113257413501,1.1679820346912233,0.363854960809194,0.5,0.5,0.0,0.08474241784326109,0.9,0.24371113257413496,R_1PS5HhdXTd7lZpJ,counterfactual,20,0,glucose,1
counterfactual_prototype,counterfactual,prototype,0.4,0.0,nan,2.0,0.75,1,0.1,1.100135813545136,0.34822071950722056,0.5,0.5,0.0,0.08221856749239209,0.95,0.24371113257413501,1.2078701323948435,0.33913973450025503,0.5,0.5,0.0,0.10096903203208404,0.9,0.24371113257413496,R_1PS5HhdXTd7lZpJ,counterfactual,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,0.5,24.0,0.025,0.0,1,0.3,1.38613333377707,0.25022614777217345,0.25,0.25,0.0,0.15282576375647633,0.85,0.35736887741004997,1.3926882179762123,0.24861139399292304,0.2,0.2,0.0,0.1527109711739038,0.85,0.35736887741005,R_1R2ijkLW5InLFPz,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,0.025,0.0,1,0.3,1.4005895745303405,0.24654395576079055,0.1,0.1,0.0,0.2009073243192986,0.75,0.35736887741004997,1.4005895745303403,0.24654395576079052,0.1,0.1,0.0,0.21483455106837507,0.75,0.35736887741005,R_1R2ijkLW5InLFPz,attribution,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.5,24.0,8.0,0.0,1,0.2,1.2396101406567428,0.32677033195257466,0.15,0.15,0.0,0.1736017443974483,0.85,0.35736887741004997,1.2948508219854302,0.31910282129156986,0.15,0.15,0.0,0.17120878201041437,0.85,0.35736887741005,R_1R2ijkLW5InLFPz,attribution,20,1,glucose,1
base_prototype,base,prototype,0.4,0.0,nan,1.0,0.0,1,0.2,1.2964118539482377,0.29923390285174206,0.4,0.4,0.0,0.20614539961634812,0.75,0.35736887741004997,1.3564805892497576,0.2824924973572117,0.35,0.35,0.0,0.22706358547043623,0.75,0.35736887741005,R_1R2ijkLW5InLFPz,attribution,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,0.0,6.0,1.0,0.0,1,0.0,1.1796165325058623,0.3440880858263503,0.45,0.45,0.0,0.16651396048317288,0.65,0.15034346700844997,1.3977326836032167,0.31401989268177904,0.35,0.35,0.0,0.16922587918617243,0.6,0.15034346700844997,R_1WCsP4MTfRGSZ0t,counterfactual,20,0,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,1.0,0.0,1,0.0,1.1981546424426222,0.33194486428631287,0.4,0.4,0.0,0.17695473739035675,0.65,0.15034346700844997,1.427821994278371,0.2912158621184613,0.35,0.35,0.0,0.17857279557413658,0.6,0.15034346700844997,R_1WCsP4MTfRGSZ0t,counterfactual,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.5,24.0,8.0,0.0,1,0.0,1.1053332528205984,0.35438166501237145,0.25,0.25,0.0,0.13556002412191442,0.75,0.15034346700844997,1.181728775832195,0.3507187994202877,0.3,0.3,0.0,0.13459539957358416,0.75,0.15034346700844997,R_1WCsP4MTfRGSZ0t,counterfactual,20,0,glucose,1
base_prototype,base,prototype,0.4,0.0,nan,2.0,0.0,1,0.0,1.1375453372833817,0.35685311242509643,0.55,0.55,0.0,0.1626819929505757,0.75,0.15034346700844997,1.222764320321505,0.32124504472697896,0.35,0.35,0.0,0.1500914540305716,0.75,0.15034346700844997,R_1WCsP4MTfRGSZ0t,counterfactual,20,0,glucose,1
counterfactual_exemplar,counterfactual,exemplar,0.4,0.0,6.0,8.0,0.25,1,0.0,0.8837726852188638,0.43323762190943793,0.65,0.65,0.0,0.1082800550153371,0.85,0.15034346700844997,0.9276800239048709,0.4150873678126998,0.55,0.55,0.0,0.10781066386237122,0.85,0.15034346700844997,R_1WCsP4MTfRGSZ0t,counterfactual,20,1,glucose,1
counterfactual_prototype,counterfactual,prototype,0.4,0.0,nan,2.0,0.75,1,0.0,0.9815417490045218,0.37819172211158825,0.6,0.6,0.0,0.040318773965143065,1.0,0.15034346700844997,1.0781555704497956,0.35618435465479337,0.55,0.55,0.0,0.046419085337205276,1.0,0.15034346700844997,R_1WCsP4MTfRGSZ0t,counterfactual,20,0,glucose,1
base_exemplar,base,exemplar,0.4,1.0,0.0,4.0,0.0,1,0.2,1.0951785168197823,0.35923687392758513,0.45,0.45,0.0,0.13948795336779915,0.95,0.3614023496905,1.157972950757252,0.35669150732518834,0.5,0.5,0.0,0.16301454941586851,0.9,0.3614023496905,R_1uYq1TbMDjqBOoN,none,20,1,glucose,1
base_prototype,base,prototype,0.4,1.0,nan,4.0,0.0,1,0.2,1.0951785168197823,0.35923687392758513,0.45,0.45,0.0,0.13948795336779915,0.95,0.3614023496905,1.1657299837487174,0.3559501144562697,0.5,0.5,0.0,0.15752828601912877,0.9,0.3614023496905,R_1uYq1TbMDjqBOoN,none,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,1.0,12.0,4.0,0.0,1,0.025,0.7622319495090674,0.520181323405241,0.65,0.65,0.0,0.11699698668332162,0.9,0.208735341227935,0.9173485766997267,0.48176098988109456,0.55,0.55,0.0,0.12227687255322195,0.9,0.208735341227935,R_1y8SUpfid4hFd78,counterfactual,20,1,glucose,1
additive_prototype,additive,prototype,0.4,0.0,nan,2.0,0.0,1,0.0,0.9119254299134258,0.44444263739956635,0.55,0.55,0.0,0.1226453750646076,0.85,0.208735341227935,0.9539583584061502,0.4383613295020902,0.55,0.55,0.0,0.1276453750646076,0.85,0.208735341227935,R_1y8SUpfid4hFd78,counterfactual,20,0,glucose,1
base_exemplar,base,exemplar,0.4,0.25,12.0,4.0,0.0,1,0.0,0.9856078519912336,0.39800316699648797,0.55,0.55,0.0,0.10235838490991675,0.9,0.208735341227935,1.048130046887153,0.37059608042632786,0.55,0.55,0.0,0.10483686502489906,0.9,0.208735341227935,R_1y8SUpfid4hFd78,counterfactual,20,0,glucose,1
base_prototype,base,prototype,0.4,0.0,nan,2.0,0.0,1,0.0,1.064880686083129,0.37043979516277226,0.6,0.6,0.0,0.0994368929031536,0.9,0.208735341227935,1.0648806860831288,0.37043979516277215,0.6,0.6,0.0,0.1019368929031536,0.9,0.208735341227935,R_1y8SUpfid4hFd78,counterfactual,20,0,glucose,1
counterfactual_exemplar,counterfactual,exemplar,0.4,0.0,24.0,2.0,0.5,1,0.025,1.15918698177785,0.37852596809572003,0.6,0.6,0.0,0.09887761494018907,0.9,0.208735341227935,1.3014350650487738,0.3351276427815766,0.45,0.45,0.0,0.0951697083965587,0.9,0.208735341227935,R_1y8SUpfid4hFd78,counterfactual,20,0,glucose,1
counterfactual_prototype,counterfactual,prototype,0.4,0.0,nan,1.0,0.75,1,0.025,1.232716164424253,0.3081856722346027,0.35,0.35,0.0,0.09880000590438444,0.9,0.208735341227935,1.3957425177455736,0.2898272877217236,0.35,0.35,0.0,0.10870231784744369,0.85,0.208735341227935,R_1y8SUpfid4hFd78,counterfactual,20,0,glucose,1
additive_exemplar,additive,exemplar,0.4,1.0,24.0,0.025,0.0,1,0.4,1.3987097255495429,0.24702182063173095,0.1,0.1,0.0,0.13850272281446996,0.95,0.4276034410058,1.4060460955091925,0.24515952063571228,0.05,0.05,0.0,0.15460439849461247,0.95,0.4276034410058001,R_30cGYmvQmqK1yBb,attribution,20,0,glucose,1
additive_prototype,additive,prototype,0.4,4.0,nan,0.025,0.0,1,0.3,1.4015966043016572,0.2462774779048434,0.1,0.1,0.0,0.16475942539190278,0.9,0.4276034410058,1.401596604301657,0.24627747790484333,0.1,0.1,0.0,0.1647594253919028,0.9,0.4276034410058001,R_30cGYmvQmqK1yBb,attribution,20,1,glucose,1
base_exemplar,base,exemplar,0.4,0.0,24.0,8.0,0.0,1,0.4,1.3260172885746115,0.30263675701714227,0.2,0.2,0.0,0.168404262530114,0.95,0.4276034410058,1.440346771373102,0.2648995233823057,0.25,0.25,0.0,0.18441011074133834,0.95,0.4276034410058001,R_30cGYmvQmqK1yBb,attribution,20,0,glucose,1
base_prototype,base,prototype,0.4,0.0,nan,0.1,0.0,1,0.3,1.3769587871665805,0.2538343594418403,0.3,0.3,0.0,0.1940928486088787,0.9,0.4276034410058,1.4566765848891563,0.23940825076373762,0.3,0.3,0.0,0.22976663337992456,0.9,0.4276034410058001,R_30cGYmvQmqK1yBb,attribution,20,0,glucose,1
