participant,direction-qualified cohort (0/1),xai,model family held fixed,fold,trial index,selected inverse temperature gamma,current selection NLL,current observed subset probability,current observed subset rank,current top-1 hit,current top-3 hit,current observed subset impossible,current maximum subset probability,current normalized entropy,current effective subset count,current possible subset count,temperature-scaled selection NLL,temperature-scaled observed subset probability,temperature-scaled observed subset rank,temperature-scaled top-1 hit,temperature-scaled top-3 hit,temperature-scaled observed subset impossible,temperature-scaled maximum subset probability,temperature-scaled normalized entropy,temperature-scaled effective subset count,temperature-scaled possible subset count
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,2,17,0.5,0.9955211368763641,0.3695308182197507,2,0,1,0,0.4814570946133007,0.7861068991029994,2.97360660574979,4,1.1029306293773604,0.33189698997233874,2,0,1,0,0.3788408281253106,0.9262531830563614,3.6112701935961553,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,3,3,0.5,0.5483509850353823,0.5779019941184852,1,1,1,0,0.5779019941184852,0.7709531931733379,2.91179015151263,4,0.8767292878635478,0.4161417681876741,1,1,1,0,0.4161417681876741,0.926088960270447,3.610448141349964,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,3,8,0.5,2.475613867475444,0.0841113411894187,3,0,1,0,0.6422874154704603,0.700872954646157,2.6422114180945657,4,1.8163336462518127,0.16262088497241992,3,0,1,0,0.44938000789880256,0.9108420456523451,3.5349359902496458,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,3,13,0.5,3.2576223143828624,0.03847978215770869,5,0,0,0,0.5500680896126897,0.7158757856247132,3.6062816140042013,6,2.382982398219602,0.09227496602863954,5,0,0,0,0.3488797941114226,0.9136138100316978,5.13960483078749,6
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,3,18,0.5,0.616288999767031,0.539944458271234,1,1,1,0,0.539944458271234,0.7537595055007179,2.8432067489059145,4,0.9023864626042003,0.4056005532797281,1,1,1,0,0.4056005532797281,0.9193396671802595,3.576824503410866,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,4,4,0.75,0.8167355104910587,0.44187178839357777,1,1,1,0,0.44187178839357777,0.8199192509534382,3.1163094533655205,4,0.9074217980232242,0.4035633517487032,1,1,1,0,0.4035633517487032,0.8768299973770338,3.372129625155459,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,4,9,0.75,3.010887903046967,0.049247931953036506,4,0,0,0,0.7049690958214403,0.6466235418077836,2.4507903632433137,4,2.508672488168702,0.08137619543069818,4,0,0,0,0.5988719087719304,0.7842561949587941,2.9659872374154057,4
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,4,14,0.75,3.302080512995797,0.03680651126183341,5,0,0,0,0.5177382326489727,0.7320002852032056,3.7119911935373926,6,2.828246811407833,0.059116405077342275,5,0,0,0,0.4293853305534925,0.828474359304563,4.412435383987182,6
R_61hCu6g2tcWoJo7,1,attribution,feature contribution,4,19,0.75,2.933639135201397,0.053203072252149604,4,0,0,0,0.6486965143446094,0.6916953010931571,2.6088076960381272,4,2.46210746291102,0.0852550895690355,4,0,0,0,0.556287055793782,0.8075016071021783,3.063122818563607,4
R_6DD4Hjc7DAhjrhU,1,attribution,feature contribution,0,0,1.5,1.1339593578682667,0.3217567808361104,2,0,1,0,0.44506175086930927,0.7484815816850772,3.823242794254619,6,1.0918575493747564,0.33559253466584243,2,0,1,0,0.5459478212723282,0.5979562160964897,2.9194455332452263,6
